# CSP Optical + NIR data for SN2008hv
# Timestamp:  2011-10-25 15:53:06
# zcmb = 0.013581	  RA = 09:07:34.08	 DEC = +03:23:32.10
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
54804.28126	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.208	0.009	17.138	0.014	17.117	0.014
54806.28192	17.130	0.013	16.492	0.007	16.327	0.006	16.352	0.007	16.379	0.009	16.705	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54808.29569	16.186	0.010	15.769	0.005	15.691	0.005	15.647	0.004	15.728	0.004	15.984	0.006	99.900	99.900	99.900	99.900	99.900	99.900
54809.28356	15.903	0.009	15.530	0.005	15.465	0.006	15.406	0.005	15.494	0.008	15.739	0.010	99.900	99.900	99.900	99.900	99.900	99.900
54810.28794	15.698	0.009	15.342	0.006	15.296	0.005	15.208	0.006	15.295	0.007	15.558	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54811.29311	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.343	0.014	15.277	0.037	15.481	0.030
54812.26979	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.305	0.006	15.211	0.027	15.447	0.012
54813.28424	15.408	0.014	15.006	0.006	14.959	0.005	14.889	0.005	15.012	0.005	15.394	0.006	99.900	99.900	99.900	99.900	99.900	99.900
54815.32873	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.463	0.010	15.311	0.029	99.900	99.900
54817.26045	15.420	0.011	14.909	0.006	14.822	0.006	14.788	0.006	14.870	0.007	15.531	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54818.25787	15.495	0.010	14.938	0.006	14.826	0.007	14.798	0.005	14.861	0.007	15.540	0.008	99.900	99.900	99.900	99.900	99.900	99.900
54822.30325	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.107	0.011	16.140	0.014	15.954	0.013
54827.24825	16.430	0.010	15.585	0.004	15.250	0.004	15.310	0.005	15.440	0.004	16.248	0.007	99.900	99.900	99.900	99.900	99.900	99.900
54828.28347	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.294	0.010	17.076	0.047	16.139	0.018
54829.23602	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.266	0.011	17.114	0.050	16.073	0.050
54830.22596	16.918	0.011	15.963	0.006	15.454	0.007	15.589	0.007	15.602	0.009	16.325	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54831.26196	17.092	0.011	16.100	0.005	15.508	0.005	15.703	0.006	15.631	0.007	16.305	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54833.26486	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.066	0.018	17.114	0.054	15.974	0.014
54834.32137	17.601	0.013	16.496	0.006	15.702	0.006	16.028	0.006	15.683	0.008	16.211	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54837.29765	17.969	0.015	16.847	0.007	15.894	0.006	16.347	0.004	15.729	0.004	16.110	0.006	99.900	99.900	99.900	99.900	99.900	99.900
