# CSP Optical + NIR data for SN2007N
# Timestamp:  2011-10-25 15:53:09
# zcmb = 0.014000	  RA = 12:49:1.20	 DEC = -09:27:10.19
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
54123.31229	20.693	0.114	18.276	0.013	17.335	0.010	17.754	0.009	17.124	0.010	17.335	0.013	99.900	99.900	99.900	99.900	99.900	99.900
54124.27075	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.672	0.013	16.546	0.014	16.392	0.022
54125.36978	20.928	0.312	18.342	0.016	17.270	0.008	17.757	0.013	16.967	0.010	17.119	0.031	99.900	99.900	99.900	99.900	99.900	99.900
54126.37031	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.537	0.014	99.900	99.900	16.289	0.035
54127.30881	21.265	0.105	18.569	0.014	17.318	0.008	17.959	0.009	16.921	0.008	17.017	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54128.30912	21.549	0.128	18.733	0.016	17.388	0.009	18.107	0.009	16.951	0.007	17.001	0.008	16.505	0.006	16.434	0.009	16.285	0.022
54129.27134	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.443	0.025	16.441	0.013	16.258	0.050
54131.29447	21.897	0.267	19.226	0.030	17.726	0.011	18.572	0.013	17.168	0.010	17.071	0.013	16.443	0.014	99.900	99.900	99.900	99.900
54132.31381	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.435	0.013	16.578	0.048	16.415	0.031
54133.29966	99.900	99.900	19.598	0.067	18.000	0.016	18.844	0.032	17.379	0.011	17.202	0.012	99.900	99.900	99.900	99.900	99.900	99.900
54135.26963	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.553	0.013	16.909	0.019	16.671	0.044
54140.37685	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.923	0.017	99.900	99.900	17.249	0.083
54143.30612	22.318	0.439	20.280	0.037	18.906	0.020	19.644	0.018	18.315	0.013	18.058	0.017	99.900	99.900	99.900	99.900	99.900	99.900
54147.25164	99.900	99.900	20.372	0.101	19.074	0.030	19.849	0.038	18.623	0.040	18.311	0.031	99.900	99.900	99.900	99.900	99.900	99.900
54150.30213	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.700	0.053	18.911	0.124	18.267	0.156
54153.30281	99.900	99.900	20.720	0.058	19.396	0.021	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54154.27515	99.900	99.900	20.629	0.050	19.422	0.023	20.014	0.023	19.013	0.018	18.726	0.018	99.900	99.900	99.900	99.900	99.900	99.900
54156.23335	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.997	0.067	19.250	0.166	18.439	0.181
54158.27907	99.900	99.900	20.739	0.056	19.545	0.026	20.152	0.025	19.220	0.021	18.937	0.021	18.186	0.024	99.900	99.900	99.900	99.900
54160.29168	99.900	99.900	20.610	0.110	19.620	0.043	20.271	0.056	19.379	0.031	19.043	0.029	18.319	0.025	19.588	0.124	18.969	0.126
54161.21659	99.900	99.900	20.587	0.122	19.684	0.057	20.199	0.066	19.354	0.035	19.043	0.027	99.900	99.900	99.900	99.900	99.900	99.900
54164.23770	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.478	0.059	19.340	0.235	18.850	0.399
54169.22854	99.900	99.900	21.063	0.111	19.969	0.045	20.375	0.048	19.759	0.030	19.341	0.030	18.733	0.022	19.683	0.141	18.990	0.161
54174.27457	99.900	99.900	21.130	0.082	20.145	0.042	20.547	0.036	20.056	0.032	19.598	0.036	99.900	99.900	99.900	99.900	99.900	99.900
54180.21537	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.083	0.105	20.230	0.402	99.900	99.900
54181.27189	99.900	99.900	21.343	0.103	20.326	0.047	20.702	0.047	20.355	0.046	19.738	0.038	99.900	99.900	99.900	99.900	99.900	99.900
54185.23018	99.900	99.900	21.540	0.123	20.348	0.050	20.783	0.057	20.437	0.045	19.890	0.049	99.900	99.900	99.900	99.900	99.900	99.900
54190.22670	99.900	99.900	99.900	99.900	20.315	0.099	20.837	0.141	20.587	0.116	20.101	0.088	99.900	99.900	99.900	99.900	99.900	99.900
54199.20237	99.900	99.900	21.733	0.181	20.803	0.086	21.121	0.074	21.266	0.095	20.202	0.064	99.900	99.900	99.900	99.900	99.900	99.900
54200.31917	99.900	99.900	99.900	99.900	20.909	0.147	99.900	99.900	21.444	0.194	20.094	0.084	99.900	99.900	99.900	99.900	99.900	99.900
54203.28065	99.900	99.900	21.634	0.073	20.979	0.055	21.183	0.050	21.279	0.077	20.318	0.055	99.900	99.900	99.900	99.900	99.900	99.900
54207.12946	99.900	99.900	21.776	0.074	21.086	0.063	21.388	0.045	21.593	0.084	20.277	0.044	99.900	99.900	99.900	99.900	99.900	99.900
54213.15185	99.900	99.900	21.873	0.093	21.257	0.085	21.529	0.055	21.958	0.125	20.612	0.051	99.900	99.900	99.900	99.900	99.900	99.900
