# CSP Optical + NIR data for SN2007as
# Timestamp:  2011-10-25 15:53:06
# zcmb = 0.017896	  RA = 09:27:36.00	 DEC = -80:10:39.36
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
54175.08029	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.123	0.022	16.020	0.016	16.176	0.063
54180.07707	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.114	0.014	15.954	0.015	16.220	0.049
54181.18515	16.829	0.028	15.976	0.005	15.823	0.006	15.928	0.023	16.037	0.009	16.615	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54182.20814	16.903	0.027	15.992	0.005	15.804	0.007	15.923	0.023	16.021	0.010	16.643	0.011	99.900	99.900	99.900	99.900	99.900	99.900
54183.09828	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.424	0.015	16.204	0.018	16.363	0.037
54185.11216	17.136	0.030	16.102	0.006	15.833	0.006	16.006	0.022	16.043	0.008	16.693	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54190.18526	17.662	0.039	16.478	0.007	16.049	0.006	16.313	0.023	16.378	0.008	17.138	0.010	99.900	99.900	99.900	99.900	99.900	99.900
54193.05182	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.960	0.030	17.670	0.064	16.857	0.056
54194.05655	18.099	0.048	16.925	0.009	16.325	0.007	16.652	0.024	16.689	0.009	17.411	0.011	99.900	99.900	99.900	99.900	99.900	99.900
54197.07994	18.654	0.057	17.319	0.009	16.520	0.007	16.937	0.023	16.789	0.011	17.426	0.012	99.900	99.900	99.900	99.900	99.900	99.900
54203.23173	19.254	0.050	17.994	0.011	16.855	0.007	17.540	0.023	16.826	0.011	17.156	0.011	99.900	99.900	99.900	99.900	99.900	99.900
54207.06782	19.620	0.082	18.353	0.012	17.124	0.009	17.946	0.025	17.002	0.010	17.120	0.011	99.900	99.900	99.900	99.900	99.900	99.900
54208.01437	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.964	0.015	16.999	0.037	16.332	0.044
54213.02164	20.007	0.122	18.794	0.020	17.587	0.009	18.421	0.025	17.450	0.010	17.549	0.011	99.900	99.900	99.900	99.900	99.900	99.900
54218.09402	20.211	0.198	19.011	0.040	17.839	0.013	18.600	0.030	17.747	0.011	17.888	0.013	99.900	99.900	99.900	99.900	99.900	99.900
54219.03573	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.605	0.016	17.995	0.075	16.947	0.065
54223.96733	99.900	99.900	19.144	0.044	18.013	0.016	18.788	0.034	17.954	0.012	18.189	0.013	16.902	0.011	18.294	0.028	17.367	0.023
54227.08494	99.900	99.900	19.194	0.040	18.125	0.015	18.809	0.032	18.072	0.012	18.328	0.017	99.900	99.900	99.900	99.900	99.900	99.900
54229.03393	99.900	99.900	19.232	0.023	18.206	0.013	18.879	0.026	18.144	0.011	18.410	0.014	99.900	99.900	99.900	99.900	99.900	99.900
54230.15572	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.249	0.023	18.948	0.306	17.582	0.131
54231.06766	99.900	99.900	19.189	0.020	18.244	0.016	18.890	0.025	18.166	0.014	18.482	0.017	99.900	99.900	99.900	99.900	99.900	99.900
54235.98684	20.268	0.140	19.323	0.032	18.414	0.026	18.988	0.025	18.368	0.013	18.700	0.020	99.900	99.900	99.900	99.900	99.900	99.900
54237.95002	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.767	0.089	18.678	0.296	17.673	0.291
54239.00711	20.525	0.113	19.341	0.022	18.464	0.013	18.995	0.027	18.511	0.012	18.835	0.026	99.900	99.900	99.900	99.900	99.900	99.900
54243.04277	20.667	0.173	19.411	0.032	18.614	0.021	19.080	0.028	18.642	0.016	19.005	0.027	99.900	99.900	99.900	99.900	99.900	99.900
54244.02714	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.017	0.081	19.181	0.430	99.900	99.900
54245.01582	20.438	0.155	19.409	0.040	18.640	0.017	19.139	0.032	18.676	0.017	19.077	0.028	99.900	99.900	99.900	99.900	99.900	99.900
54255.06268	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.601	0.077	99.900	99.900	19.000	0.224
54258.97921	20.550	0.139	19.602	0.034	18.958	0.019	19.311	0.028	19.145	0.020	19.505	0.044	99.900	99.900	99.900	99.900	99.900	99.900
