# CSP Optical + NIR data for SN2006hx
# Timestamp:  2011-10-25 15:53:05
# zcmb = 0.044404	  RA = 01:13:57.31	 DEC = +00:22:18.00
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
54012.14925	99.900	99.900	18.352	0.044	18.470	0.074	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54013.14572	18.649	0.056	18.291	0.029	18.671	0.070	18.193	0.020	18.371	0.033	18.080	0.028	18.117	0.014	17.989	0.048	18.026	0.067
54016.24721	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.916	0.101	99.900	99.900	99.900	99.900
54023.23326	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.331	0.082	99.900	99.900	99.900	99.900
54024.12997	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.673	0.091	16.374	0.050
54028.21355	18.964	0.035	17.864	0.015	17.904	0.055	17.789	0.019	17.579	0.019	18.016	0.031	99.900	99.900	99.900	99.900	99.900	99.900
54030.21484	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.238	0.209	18.553	0.143	99.900	99.900
54036.18253	20.044	0.067	18.633	0.019	18.371	0.070	18.421	0.018	18.000	0.017	18.416	0.044	99.900	99.900	99.900	99.900	99.900	99.900
54037.17357	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.595	0.017	19.300	0.041	18.578	0.046
54040.14912	20.536	0.146	19.123	0.034	18.791	0.108	18.715	0.021	18.098	0.026	18.530	0.040	18.367	0.016	19.216	0.046	18.424	0.041
54048.18392	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.852	0.012	18.649	0.037	18.016	0.043
54049.12051	99.900	99.900	20.349	0.055	19.174	0.072	20.247	0.137	18.517	0.044	18.646	0.056	99.900	99.900	99.900	99.900	99.900	99.900
54052.18763	99.900	99.900	20.097	0.059	19.572	0.118	20.182	0.055	18.675	0.033	18.473	0.029	99.900	99.900	99.900	99.900	99.900	99.900
54066.16914	99.900	99.900	99.900	99.900	99.900	99.900	20.645	0.079	19.321	0.048	19.173	0.056	99.900	99.900	99.900	99.900	99.900	99.900
54080.08535	99.900	99.900	99.900	99.900	99.900	99.900	21.409	0.212	19.859	0.060	19.207	0.074	99.900	99.900	99.900	99.900	99.900	99.900
