# CSP Optical + NIR data for SN2006ej
# Timestamp:  2011-10-25 15:53:05
# zcmb = 0.019333	  RA = 00:38:59.77	 DEC = -09:00:56.59
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
53979.23385	16.681	0.012	99.900	99.900	15.821	0.007	15.827	0.006	15.802	0.006	16.471	0.007	99.900	99.900	99.900	99.900	99.900	99.900
53980.20104	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.801	0.020	16.704	0.025	16.831	0.062
53981.19990	16.898	0.014	16.071	0.008	15.881	0.009	15.927	0.007	15.903	0.009	16.582	0.009	99.900	99.900	99.900	99.900	99.900	99.900
53986.16548	17.582	0.028	16.551	0.011	16.156	0.009	16.319	0.009	16.286	0.009	17.078	0.011	99.900	99.900	99.900	99.900	99.900	99.900
53998.14956	19.251	0.041	18.042	0.013	17.014	0.009	17.627	0.007	16.654	0.006	16.889	0.009	99.900	99.900	99.900	99.900	99.900	99.900
53999.16494	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.263	0.016	17.267	0.038	16.704	0.038
54000.16079	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.215	0.016	17.137	0.062	16.487	0.049
54001.09067	19.416	0.048	18.330	0.014	17.258	0.011	17.938	0.009	16.867	0.009	16.981	0.012	99.900	99.900	99.900	99.900	99.900	99.900
54003.09822	19.601	0.069	18.490	0.016	17.448	0.009	18.128	0.010	17.055	0.007	17.158	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54008.07491	19.930	0.086	18.807	0.019	17.766	0.011	18.411	0.010	17.402	0.010	17.564	0.010	99.900	99.900	99.900	99.900	99.900	99.900
54012.07198	19.843	0.112	18.905	0.043	17.911	0.016	18.587	0.023	17.588	0.013	17.820	0.016	99.900	99.900	99.900	99.900	99.900	99.900
54017.22351	20.097	0.157	19.025	0.056	18.121	0.028	18.635	0.031	17.773	0.025	18.053	0.037	99.900	99.900	99.900	99.900	99.900	99.900
54018.18458	20.099	0.100	19.091	0.032	18.151	0.015	18.705	0.018	17.835	0.010	18.135	0.013	99.900	99.900	99.900	99.900	99.900	99.900
54025.12643	20.352	0.088	19.135	0.018	18.352	0.014	18.809	0.013	18.089	0.012	18.408	0.016	99.900	99.900	99.900	99.900	99.900	99.900
54040.10499	99.900	99.900	19.417	0.037	18.703	0.021	19.012	0.021	18.597	0.016	19.094	0.027	99.900	99.900	99.900	99.900	99.900	99.900
54046.23950	99.900	99.900	19.473	0.078	18.885	0.042	19.157	0.040	18.816	0.029	19.344	0.063	99.900	99.900	99.900	99.900	99.900	99.900
