# CSP Optical + NIR data for SN2008bc
# Timestamp:  2011-10-25 15:53:06
# zcmb = 0.015707	  RA = 09:38:31.20	 DEC = -63:58:25.68
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
54539.30569	17.531	0.021	99.900	99.900	16.532	0.008	16.553	0.006	16.426	0.005	16.688	0.007	99.900	99.900	99.900	99.900	99.900	99.900
54540.07837	17.227	0.015	16.487	0.007	16.343	0.006	16.366	0.005	16.241	0.009	16.471	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54541.16419	16.911	0.011	16.242	0.009	16.135	0.008	16.116	0.007	16.018	0.008	16.246	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54542.04857	16.716	0.009	16.104	0.006	15.977	0.007	15.987	0.006	15.898	0.008	16.121	0.011	99.900	99.900	99.900	99.900	99.900	99.900
54543.08594	16.560	0.010	15.970	0.005	15.850	0.007	15.854	0.004	15.772	0.007	16.035	0.008	99.900	99.900	15.755	0.007	15.920	0.017
54544.24594	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.808	0.035	15.684	0.010	15.888	0.039
54545.17237	16.372	0.010	15.777	0.007	15.655	0.008	15.663	0.007	15.597	0.008	15.936	0.010	99.900	99.900	99.900	99.900	99.900	99.900
54547.08113	16.304	0.010	15.684	0.007	15.553	0.009	15.574	0.008	15.518	0.010	15.947	0.014	99.900	99.900	99.900	99.900	99.900	99.900
54548.06505	16.279	0.010	15.668	0.005	15.522	0.004	15.550	0.005	15.466	0.005	15.950	0.006	99.900	99.900	15.789	0.007	15.998	0.018
54549.07380	16.316	0.010	15.667	0.006	15.504	0.006	15.530	0.006	15.452	0.007	15.994	0.007	99.900	99.900	99.900	99.900	99.900	99.900
54551.17546	16.419	0.009	15.703	0.005	15.489	0.007	15.558	0.004	15.427	0.005	16.044	0.008	99.900	99.900	99.900	99.900	99.900	99.900
54552.17542	16.473	0.009	15.728	0.005	15.507	0.004	15.570	0.004	15.435	0.005	16.086	0.006	99.900	99.900	99.900	99.900	99.900	99.900
