# CSP Optical + NIR data for SN2007if
# Timestamp:  2011-10-27 16:39:50
# zcmb = 0.073092	  RA = 01:10:51.36	 DEC = +15:27:39.96
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
54355.25437	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.768	0.053	17.989	0.049	17.936	0.126
54357.26132	99.900	99.900	18.039	0.012	17.581	0.009	17.782	0.007	17.503	0.007	17.840	0.010	99.900	99.900	99.900	99.900	99.900	99.900
54359.23094	19.519	0.095	18.248	0.017	17.658	0.011	17.912	0.009	17.568	0.009	17.879	0.013	99.900	99.900	99.900	99.900	99.900	99.900
54362.22905	20.038	0.080	18.538	0.015	17.826	0.010	18.171	0.009	17.675	0.008	17.963	0.012	99.900	99.900	99.900	99.900	99.900	99.900
54363.17359	20.105	0.078	18.645	0.016	99.900	99.900	18.254	0.009	99.900	99.900	99.900	99.900	17.841	0.013	18.316	0.020	18.091	0.035
54364.17322	99.900	99.900	18.712	0.025	17.945	0.014	18.337	0.013	17.755	0.009	17.984	0.012	99.900	99.900	99.900	99.900	99.900	99.900
54365.19036	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.821	0.011	18.310	0.020	18.098	0.044
54366.25108	99.900	99.900	18.975	0.077	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54367.24542	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.787	0.010	18.271	0.027	18.006	0.048
54368.21436	99.900	99.900	19.043	0.092	18.204	0.039	18.634	0.070	17.952	0.030	17.997	0.027	99.900	99.900	99.900	99.900	99.900	99.900
54369.21267	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.672	0.046	18.371	0.068	99.900	99.900
54376.13517	21.132	0.166	19.965	0.035	18.759	0.013	19.288	0.012	18.294	0.008	18.238	0.010	99.900	99.900	99.900	99.900	99.900	99.900
54379.20470	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.694	0.023	99.900	99.900	18.051	0.203
54380.17323	21.614	0.178	20.120	0.029	18.937	0.016	19.495	0.015	18.436	0.012	18.313	0.013	99.900	99.900	99.900	99.900	99.900	99.900
54386.17218	22.111	0.232	20.303	0.022	19.144	0.009	19.729	0.009	18.646	0.005	18.519	0.008	99.900	99.900	99.900	99.900	99.900	99.900
54392.21639	99.900	99.900	20.462	0.059	19.295	0.021	19.829	0.028	18.825	0.013	18.727	0.021	99.900	99.900	99.900	99.900	99.900	99.900
54395.21491	99.900	99.900	99.900	99.900	19.281	0.050	19.858	0.065	18.956	0.028	18.790	0.028	99.900	99.900	99.900	99.900	99.900	99.900
54403.19758	99.900	99.900	20.646	0.116	19.621	0.043	20.112	0.054	19.160	0.027	19.124	0.034	99.900	99.900	99.900	99.900	99.900	99.900
54409.15329	99.900	99.900	20.735	0.054	19.725	0.027	20.246	0.026	19.311	0.018	19.440	0.029	99.900	99.900	99.900	99.900	99.900	99.900
54421.13412	99.900	99.900	20.815	0.075	19.876	0.039	20.375	0.042	19.616	0.026	19.766	0.037	99.900	99.900	99.900	99.900	99.900	99.900
54423.15124	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.806	0.041	19.822	0.078	99.900	99.900
54428.10553	99.900	99.900	99.900	99.900	20.064	0.178	20.706	0.230	19.649	0.076	19.857	0.105	99.900	99.900	99.900	99.900	99.900	99.900
54434.14424	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.145	0.050	19.956	0.126	99.900	99.900
54435.07888	99.900	99.900	21.122	0.068	20.128	0.032	20.581	0.025	19.944	0.023	20.168	0.057	99.900	99.900	99.900	99.900	99.900	99.900
54443.07791	99.900	99.900	21.232	0.049	20.277	0.029	20.731	0.027	20.137	0.021	20.503	0.055	99.900	99.900	99.900	99.900	99.900	99.900
