# CSP Optical + NIR data for SN2007S
# Timestamp:  2011-10-25 15:53:06
# zcmb = 0.015024	  RA = 10:00:31.20	 DEC = +04:24:26.21
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-	     K	  +/-
54132.26032	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.395	0.034	16.261	0.019	16.352	0.038	99.900	99.900
54133.32905	17.380	0.036	16.829	0.015	16.468	0.011	16.627	0.010	16.327	0.010	16.425	0.012	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54137.28674	16.728	0.010	16.178	0.006	15.860	0.006	15.991	0.006	15.726	0.006	15.832	0.006	99.900	99.900	15.488	0.013	15.605	0.011	15.450	0.009
54138.27198	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.557	0.016	15.361	0.011	15.537	0.019	99.900	99.900
54139.13630	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.845	0.011	99.900	99.900	15.721	0.049	99.900	99.900
54140.23373	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.543	0.008	15.358	0.020	15.515	0.016	99.900	99.900
54143.25065	16.548	0.013	15.895	0.009	15.545	0.011	15.694	0.009	15.364	0.012	15.756	0.016	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54146.32934	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.991	0.028	15.617	0.035	15.737	0.027	99.900	99.900
54147.21734	99.900	99.900	99.900	99.900	99.900	99.900	15.740	0.005	15.334	0.004	15.866	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54150.19211	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.229	0.037	15.944	0.024	15.809	0.046	99.900	99.900
54153.26082	99.900	99.900	16.269	0.004	15.684	0.005	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
