# CSP Optical + NIR data for SN2007ai
# Timestamp:  2011-10-25 15:53:06
# zcmb = 0.031987	  RA = 16:12:53.76	 DEC = -21:37:48.72
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-	     K	  +/-
54139.37274	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.520	0.048	17.290	0.030	99.900	99.900	99.900	99.900
54171.38793	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.574	0.021	17.193	0.016	17.340	0.069	99.900	99.900
54172.35622	99.900	99.900	18.154	0.011	17.825	0.012	99.900	99.900	17.636	0.014	17.879	0.022	17.619	0.017	17.160	0.022	17.212	0.029	17.064	0.057
54174.36931	18.966	0.044	18.215	0.014	17.806	0.012	17.980	0.009	17.605	0.016	17.928	0.018	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54179.37406	19.407	0.059	18.407	0.016	17.874	0.012	18.143	0.011	17.639	0.018	18.035	0.018	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54180.33222	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.072	0.055	17.883	0.053	17.727	0.164	99.900	99.900
54181.34918	19.572	0.069	18.536	0.015	17.933	0.013	18.254	0.010	17.700	0.016	18.115	0.019	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54182.32332	19.715	0.083	18.605	0.015	17.999	0.014	18.302	0.011	17.727	0.017	18.169	0.024	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54184.35063	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.197	0.060	18.198	0.074	17.881	0.143	99.900	99.900
54185.36080	20.119	0.119	18.833	0.016	18.152	0.013	18.496	0.010	17.905	0.012	18.368	0.019	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54190.35439	20.681	0.139	19.305	0.027	18.439	0.016	18.877	0.013	18.139	0.016	18.548	0.026	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54194.36198	99.900	99.900	19.713	0.066	18.676	0.025	19.193	0.032	18.216	0.018	18.485	0.026	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54199.28387	21.613	0.484	20.014	0.051	18.873	0.020	19.591	0.026	18.316	0.017	18.445	0.026	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54200.36209	99.900	99.900	20.155	0.072	18.918	0.024	99.900	99.900	18.354	0.017	18.443	0.029	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54203.37245	21.989	0.402	20.461	0.046	19.086	0.027	19.913	0.025	18.433	0.019	18.416	0.028	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54213.32045	99.900	99.900	21.043	0.085	19.669	0.032	20.591	0.042	18.990	0.034	18.824	0.034	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54227.35007	99.900	99.900	21.185	0.177	20.217	0.063	99.900	99.900	19.559	0.053	19.522	0.049	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54231.36245	99.900	99.900	21.351	0.126	20.227	0.069	21.121	0.074	19.625	0.055	19.681	0.075	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54235.26948	99.900	99.900	21.388	0.074	20.334	0.049	21.163	0.048	19.775	0.054	19.777	0.067	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54243.26526	99.900	99.900	21.615	0.121	20.571	0.067	21.324	0.061	20.035	0.056	20.105	0.100	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54259.20007	99.900	99.900	21.632	0.404	20.768	0.252	21.631	0.152	20.451	0.112	20.590	0.250	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54277.06767	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	20.296	0.112	21.229	0.329	20.103	0.197	19.468	0.319
54280.14319	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	20.326	0.206	20.631	0.278	19.895	0.220	19.245	0.543
