# CSP Optical + NIR data for SN2005ku
# Timestamp:  2011-10-25 15:53:05
# zcmb = 0.044180	  RA = 22:59:42.72	 DEC = -00:00:49.30
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
53699.05478	18.679	0.030	17.790	0.016	17.691	0.016	17.652	0.012	17.612	0.016	18.060	0.025	99.900	99.900	99.900	99.900	99.900	99.900
53700.08952	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.426	0.312	18.078	0.162	17.308	0.117
53702.06193	18.863	0.038	17.875	0.020	17.661	0.013	17.756	0.014	17.555	0.014	18.220	0.025	99.900	99.900	99.900	99.900	99.900	99.900
53704.05388	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.816	0.163	18.197	0.107	17.417	0.196
53707.05071	19.274	0.078	18.176	0.014	17.824	0.019	18.028	0.015	17.780	0.014	18.376	0.025	99.900	99.900	99.900	99.900	99.900	99.900
53709.06189	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.073	0.141	18.257	0.131	17.358	0.351
53712.04078	20.270	0.136	18.697	0.021	18.153	0.022	18.549	0.027	18.068	0.019	18.860	0.046	99.900	99.900	99.900	99.900	99.900	99.900
53715.03619	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.050	0.182	18.609	0.177	17.364	0.113
53716.05548	99.900	99.900	19.061	0.052	18.268	0.033	18.954	0.045	18.227	0.024	18.834	0.049	99.900	99.900	99.900	99.900	99.900	99.900
53729.05030	99.900	99.900	19.844	0.104	19.120	0.055	20.016	0.060	18.740	0.038	18.799	0.043	99.900	99.900	99.900	99.900	99.900	99.900
53739.03001	19.372	0.178	20.347	0.241	19.333	0.093	19.963	0.237	19.184	0.080	19.407	0.110	99.900	99.900	99.900	99.900	99.900	99.900
