# CSP Optical + NIR data for SN2006ot
# Timestamp:  2011-10-25 15:53:09
# zcmb = 0.052155	  RA = 02:15:4.85	 DEC = -20:45:58.32
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
54063.21241	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.915	0.104	17.892	0.074	17.966	0.232
54065.15843	18.804	0.029	18.120	0.017	17.884	0.014	17.916	0.012	17.938	0.013	18.213	0.017	99.900	99.900	99.900	99.900	99.900	99.900
54066.20581	18.889	0.025	18.147	0.012	17.921	0.013	17.933	0.009	17.895	0.012	18.195	0.016	18.045	0.016	17.996	0.019	18.261	0.040
54067.22494	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.073	0.050	18.123	0.073	18.235	0.340
54069.06500	19.137	0.039	18.265	0.018	18.001	0.015	18.089	0.013	17.891	0.014	18.155	0.017	99.900	99.900	99.900	99.900	99.900	99.900
54070.19332	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.239	0.216
54071.12508	19.297	0.059	18.432	0.019	18.078	0.016	18.235	0.014	17.977	0.014	18.272	0.021	99.900	99.900	99.900	99.900	99.900	99.900
54072.16825	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.087	0.093	18.096	0.070	18.032	0.127
54073.13530	19.490	0.079	18.563	0.029	18.150	0.017	18.385	0.018	18.036	0.014	18.291	0.021	18.206	0.029	18.217	0.017	18.329	0.039
54075.16200	19.934	0.154	18.765	0.030	18.244	0.017	18.490	0.017	18.082	0.015	18.394	0.022	99.900	99.900	99.900	99.900	99.900	99.900
54077.18389	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.037	0.042	18.161	0.121	18.167	0.194
54079.17918	20.485	0.112	19.108	0.025	18.458	0.017	18.830	0.017	18.276	0.013	18.528	0.021	99.900	99.900	99.900	99.900	99.900	99.900
54082.16459	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.037	0.030	18.525	0.100	99.900	99.900
54084.08135	21.154	0.209	19.591	0.027	18.739	0.023	19.230	0.023	18.420	0.017	18.489	0.022	99.900	99.900	99.900	99.900	99.900	99.900
54086.09356	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.953	0.064	99.900	99.900	99.900	99.900
54091.13045	21.744	0.212	20.238	0.049	19.260	0.025	19.912	0.031	18.717	0.020	18.639	0.023	99.900	99.900	99.900	99.900	99.900	99.900
54093.10808	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.901	0.024	18.420	0.137	99.900	99.900
54096.03434	99.900	99.900	20.503	0.077	19.619	0.048	20.172	0.052	18.979	0.022	18.774	0.025	99.900	99.900	99.900	99.900	99.900	99.900
54098.11317	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.849	0.047	18.376	0.094	99.900	99.900
54099.06512	21.883	0.465	20.766	0.140	19.675	0.056	20.430	0.077	19.110	0.029	18.966	0.030	99.900	99.900	99.900	99.900	99.900	99.900
54103.13368	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.136	0.047	18.361	0.108	99.900	99.900
54106.07242	99.900	99.900	20.852	0.080	19.993	0.050	20.560	0.036	19.348	0.028	19.264	0.033	99.900	99.900	99.900	99.900	99.900	99.900
54107.06382	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.187	0.034	99.900	99.900	99.900	99.900
54112.15036	99.900	99.900	20.963	0.077	20.037	0.049	20.741	0.051	19.480	0.030	19.471	0.049	99.900	99.900	99.900	99.900	99.900	99.900
54119.05341	99.900	99.900	21.026	0.051	20.150	0.034	20.659	0.035	19.625	0.025	19.745	0.032	99.900	99.900	99.900	99.900	99.900	99.900
54122.09481	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.686	0.142	99.900	99.900	99.900	99.900
54123.07160	99.900	99.900	20.952	0.063	20.255	0.050	20.812	0.057	19.705	0.025	19.767	0.035	99.900	99.900	99.900	99.900	99.900	99.900
54127.06969	99.900	99.900	21.066	0.085	20.214	0.052	20.913	0.067	19.780	0.032	19.994	0.052	99.900	99.900	99.900	99.900	99.900	99.900
54131.10441	99.900	99.900	21.056	0.190	20.230	0.066	20.945	0.143	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
