# CSP Optical + NIR data for SN2007hx
# Timestamp:  2011-10-25 15:53:04
# zcmb = 0.078873	  RA = 02:06:27.07	 DEC = -00:53:58.30
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
54354.24017	20.239	0.062	19.415	0.016	19.169	0.012	19.287	0.011	19.053	0.011	19.386	0.024	99.900	99.900	99.900	99.900	99.900	99.900
54355.33934	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.279	0.081	19.268	0.142	99.900	99.900
54357.32089	20.398	0.129	19.537	0.029	19.176	0.022	19.307	0.018	19.055	0.017	19.393	0.035	99.900	99.900	99.900	99.900	99.900	99.900
54359.27034	20.590	0.393	19.477	0.068	19.163	0.054	19.341	0.033	19.118	0.067	19.516	0.107	99.900	99.900	99.900	99.900	99.900	99.900
54362.38387	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	20.173	0.184	99.999	99.900
54363.17913	20.993	0.133	19.897	0.042	19.450	0.030	19.685	0.024	19.296	0.017	19.685	0.030	99.900	99.900	99.900	99.900	99.900	99.900
54364.32093	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.667	0.063	20.488	0.235	99.999	99.900
54365.27044	21.226	0.192	19.985	0.042	19.465	0.030	19.787	0.028	19.385	0.022	19.838	0.046	19.716	0.107	20.366	0.150	99.999	99.900
54367.29666	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.743	0.056	20.692	0.147	99.900	99.900
54376.18837	99.900	99.900	21.344	0.074	20.174	0.031	20.677	0.032	19.875	0.027	20.017	0.043	99.900	99.900	99.900	99.900	99.900	99.900
54378.28884	99.900	99.900	21.609	0.111	20.284	0.054	21.139	0.054	19.957	0.033	20.032	0.041	99.900	99.900	99.900	99.900	99.900	99.900
54379.29978	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.279	0.064	20.099	0.307	99.900	99.900
54380.27722	99.900	99.900	21.656	0.071	20.576	0.053	21.160	0.049	20.051	0.031	19.859	0.043	99.900	99.900	99.900	99.900	99.900	99.900
54383.19164	99.900	99.900	21.841	0.108	20.718	0.060	21.449	0.061	20.202	0.034	19.876	0.048	99.900	99.900	99.900	99.900	99.900	99.900
54386.22377	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.170	0.051	99.900	99.900	99.999	99.900
54387.22306	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.192	0.079	99.900	99.900	99.900	99.900
54392.24080	99.900	99.900	22.070	0.163	21.110	0.099	21.885	0.101	20.643	0.058	20.418	0.072	99.900	99.900	99.900	99.900	99.900	99.900
54393.22117	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.349	0.077	19.823	0.237	99.900	99.900
54395.28436	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	20.661	0.301	20.534	0.439	99.900	99.900	99.900	99.900	99.900	99.900
54403.23056	99.900	99.900	22.131	0.304	21.640	0.218	22.124	0.239	21.106	0.111	20.840	0.129	99.900	99.900	99.900	99.900	99.900	99.900
54411.19282	99.900	99.900	22.583	0.180	21.591	0.108	22.548	0.147	21.269	0.064	21.278	0.119	99.900	99.900	99.900	99.900	99.900	99.900
