# CSP Optical + NIR data for SN2006bh
# Timestamp:  2011-10-25 15:53:04
# zcmb = 0.010493	  RA = 22:40:16.08	 DEC = -66:29:6.36
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
53828.39946	99.900	99.900	14.737	0.004	14.768	0.001	14.681	0.003	14.745	0.004	15.022	0.003	99.900	99.900	99.900	99.900	99.900	99.900
53829.39208	14.937	0.007	14.635	0.005	14.664	0.003	14.572	0.003	14.646	0.004	14.951	0.004	14.882	0.016	14.794	0.013	14.977	0.013
53830.38933	14.895	0.007	14.548	0.004	14.581	0.003	14.479	0.004	14.572	0.002	14.951	0.004	14.911	0.015	14.806	0.012	14.979	0.015
53831.39522	99.900	99.900	14.487	0.004	14.522	0.004	14.422	0.004	14.523	0.003	14.985	0.003	99.900	99.900	99.900	99.900	99.900	99.900
53832.41394	14.909	0.009	14.454	0.004	14.486	0.003	14.412	0.004	14.502	0.005	15.021	0.007	99.900	99.900	99.900	99.900	99.900	99.900
53833.40542	14.928	0.009	14.441	0.005	14.465	0.003	14.380	0.005	14.469	0.005	15.071	0.006	99.900	99.900	99.900	99.900	99.900	99.900
53835.42084	15.093	0.012	14.504	0.006	14.473	0.005	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53837.42568	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.463	0.017	99.900	99.900	99.900	99.900
53838.37221	15.392	0.012	14.676	0.004	14.546	0.004	14.558	0.004	14.574	0.004	15.279	0.004	99.900	99.900	99.900	99.900	99.900	99.900
53841.40913	15.767	0.009	14.967	0.005	14.703	0.005	14.773	0.004	14.829	0.004	15.615	0.007	99.900	99.900	99.900	99.900	99.900	99.900
53843.37836	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.818	0.006	16.450	0.008	15.616	0.008
53845.36834	16.392	0.009	15.464	0.005	14.991	0.004	15.161	0.003	15.121	0.004	15.809	0.005	99.900	99.900	99.900	99.900	99.900	99.900
53846.36799	16.570	0.009	15.607	0.006	15.056	0.005	15.268	0.004	15.155	0.004	15.800	0.006	15.695	0.006	16.565	0.010	99.900	99.900
53848.38343	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.535	0.017	16.569	0.057	15.369	0.025
53850.34620	99.900	99.900	16.144	0.007	15.340	0.005	15.722	0.004	15.248	0.004	15.686	0.004	99.900	99.900	99.900	99.900	99.900	99.900
53851.36131	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.290	0.011	16.292	0.037	15.309	0.032
53853.41001	17.618	0.014	16.499	0.007	15.545	0.006	16.057	0.006	15.322	0.006	15.610	0.008	99.900	99.900	99.900	99.900	99.900	99.900
53855.40588	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.028	0.017	16.102	0.043	15.273	0.020
53858.35088	18.116	0.035	17.014	0.028	15.951	0.008	16.552	0.005	15.613	0.004	15.690	0.004	99.900	99.900	99.900	99.900	99.900	99.900
53860.37567	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.956	0.016	16.192	0.042	15.542	0.051
53861.36095	18.265	0.025	17.225	0.009	16.188	0.005	16.796	0.005	15.871	0.004	15.954	0.005	99.900	99.900	99.900	99.900	99.900	99.900
53862.33657	18.311	0.025	17.287	0.009	16.276	0.007	16.872	0.007	15.959	0.005	16.038	0.008	99.900	99.900	99.900	99.900	99.900	99.900
53863.39616	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.200	0.015	16.431	0.025	15.762	0.025
53864.36594	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.268	0.018	16.541	0.025	15.790	0.027
53866.33458	18.455	0.039	17.472	0.013	16.490	0.009	17.093	0.009	16.225	0.005	16.344	0.008	99.900	99.900	99.900	99.900	99.900	99.900
53867.32973	18.506	0.041	17.516	0.015	16.537	0.009	17.109	0.010	16.264	0.008	16.401	0.009	99.900	99.900	99.900	99.900	99.900	99.900
53868.36381	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.521	0.018	16.884	0.044	16.061	0.044
53870.34318	18.620	0.080	17.584	0.018	16.642	0.009	17.220	0.011	16.396	0.006	16.559	0.008	99.900	99.900	99.900	99.900	99.900	99.900
53871.32478	99.900	99.900	17.616	0.016	16.689	0.008	17.234	0.009	16.447	0.006	16.619	0.008	99.900	99.900	99.900	99.900	99.900	99.900
53872.31484	18.709	0.042	17.654	0.014	16.724	0.009	17.257	0.009	16.482	0.009	16.670	0.010	99.900	99.900	99.900	99.900	99.900	99.900
53886.30716	19.058	0.017	17.943	0.006	17.142	0.005	17.558	0.004	17.004	0.004	17.299	0.005	99.900	99.900	99.900	99.900	99.900	99.900
53891.28012	19.178	0.052	18.000	0.014	17.283	0.008	17.642	0.007	17.191	0.007	17.490	0.013	99.900	99.900	99.900	99.900	99.900	99.900
53892.28878	19.252	0.035	18.015	0.007	17.309	0.005	17.664	0.004	17.222	0.004	17.527	0.005	99.900	99.900	99.900	99.900	99.900	99.900
53893.29800	19.287	0.030	18.042	0.007	17.341	0.004	17.680	0.004	17.264	0.004	17.575	0.006	99.900	99.900	99.900	99.900	99.900	99.900
