# CSP Optical + NIR data for SN2005ki
# Timestamp:  2011-10-25 15:53:04
# zcmb = 0.020370	  RA = 10:40:28.32	 DEC = +09:12:8.39
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
53695.35300	17.125	0.037	16.973	0.012	16.953	0.009	16.861	0.009	16.953	0.009	17.097	0.013	99.900	99.900	99.900	99.900	99.900	99.900
53696.34294	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.704	0.015	16.657	0.021	99.900	99.900
53697.37230	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.494	0.053
53701.33839	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.139	0.010	16.095	0.016	16.205	0.028
53702.32212	16.062	0.012	15.727	0.007	15.760	0.006	15.661	0.006	15.787	0.006	16.170	0.007	99.900	99.900	99.900	99.900	99.900	99.900
53703.34896	16.061	0.013	15.697	0.008	15.718	0.006	15.624	0.006	15.749	0.006	16.209	0.009	99.900	99.900	99.900	99.900	99.900	99.900
53704.37206	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.305	0.021	99.900	99.900	99.900	99.900
53705.37586	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.277	0.031	99.900	99.900
53706.33624	16.211	0.013	99.900	99.900	99.900	99.900	15.588	0.005	15.683	0.006	16.306	0.007	99.900	99.900	99.900	99.900	99.900	99.900
53707.34420	16.285	0.012	15.728	0.007	15.682	0.006	15.625	0.006	15.683	0.006	16.320	0.009	99.900	99.900	99.900	99.900	99.900	99.900
53708.32220	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.690	0.014	16.605	0.050	16.668	0.038
53709.31811	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.753	0.015	16.698	0.021	16.726	0.046
53712.32942	16.777	0.013	16.030	0.007	15.865	0.006	15.867	0.005	15.955	0.005	16.718	0.008	99.900	99.900	99.900	99.900	99.900	99.900
53713.34962	16.913	0.016	99.900	99.900	99.900	99.900	15.954	0.006	16.055	0.005	16.846	0.008	99.900	99.900	99.900	99.900	99.900	99.900
53714.33808	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.068	0.016	17.726	0.038	17.021	0.047
53715.32966	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.115	0.025	17.828	0.044	16.952	0.040
53716.34784	17.351	0.030	16.456	0.008	16.165	0.007	16.234	0.006	16.309	0.006	17.038	0.012	99.900	99.900	99.900	99.900	99.900	99.900
53717.36425	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.030	0.042
53719.35398	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.925	0.017	99.900	99.900	16.897	0.040
53720.31749	18.040	0.032	16.998	0.012	16.433	0.010	16.646	0.009	16.441	0.009	17.033	0.012	99.900	99.900	99.900	99.900	99.900	99.900
53721.33413	18.173	0.031	17.154	0.013	16.486	0.009	16.759	0.008	16.433	0.008	16.977	0.011	99.900	99.900	99.900	99.900	99.900	99.900
53724.34836	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.508	0.016	17.536	0.055	99.900	99.900
53728.34288	19.039	0.042	17.979	0.016	17.008	0.009	17.616	0.009	16.654	0.008	16.783	0.009	99.900	99.900	99.900	99.900	99.900	99.900
53730.34324	19.280	0.053	18.202	0.011	17.180	0.013	17.798	0.012	16.804	0.009	16.861	0.014	99.900	99.900	99.900	99.900	99.900	99.900
53732.35051	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.204	0.012	17.361	0.043	99.900	99.900
53736.30598	19.688	0.055	18.574	0.011	17.615	0.024	18.190	0.011	17.267	0.009	17.368	0.012	99.900	99.900	99.900	99.900	99.900	99.900
53738.34669	99.900	99.900	18.640	0.014	17.710	0.011	18.280	0.012	17.377	0.009	17.519	0.010	99.900	99.900	99.900	99.900	99.900	99.900
53740.34625	19.819	0.075	18.704	0.015	17.788	0.012	18.339	0.012	17.466	0.009	17.649	0.010	99.900	99.900	99.900	99.900	99.900	99.900
53741.31236	19.916	0.083	18.718	0.014	17.833	0.012	18.378	0.011	17.521	0.009	17.681	0.010	99.900	99.900	99.900	99.900	99.900	99.900
53745.26056	19.930	0.083	18.863	0.015	17.968	0.012	18.461	0.014	17.694	0.010	17.868	0.014	99.900	99.900	99.900	99.900	99.900	99.900
53748.25575	19.958	0.113	18.931	0.031	18.036	0.015	18.554	0.022	17.758	0.012	18.038	0.015	99.900	99.900	99.900	99.900	99.900	99.900
53750.33551	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.364	0.010	18.916	0.051	17.783	0.023
53751.28990	19.902	0.118	18.928	0.044	18.172	0.024	18.611	0.030	17.902	0.014	18.130	0.019	99.900	99.900	99.900	99.900	99.900	99.900
53752.27743	19.863	0.111	19.034	0.053	18.118	0.025	18.693	0.035	17.926	0.018	18.225	0.033	99.900	99.900	99.900	99.900	99.900	99.900
