# CSP Optical + NIR data for SN2007le
# Timestamp:  2011-10-25 15:53:06
# zcmb = 0.005522	  RA = 23:38:48.48	 DEC = -06:31:21.29
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
54387.27977	16.764	0.019	15.657	0.006	15.321	0.007	15.455	0.005	15.127	0.005	15.472	0.007	99.900	99.900	99.900	99.900	99.900	99.900
54388.05220	16.357	0.018	15.310	0.005	15.006	0.005	15.142	0.005	14.813	0.004	15.131	0.004	14.516	0.006	14.413	0.006	14.474	0.018
54392.09155	15.170	0.018	14.346	0.006	14.124	0.006	14.236	0.005	14.002	0.007	14.333	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54393.09807	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	13.928	0.017	13.791	0.008	13.986	0.006
54394.08755	99.900	99.900	14.142	0.008	13.921	0.008	14.023	0.006	13.815	0.006	14.189	0.008	99.900	99.900	99.900	99.900	99.900	99.900
54395.08741	14.934	0.032	14.085	0.008	13.851	0.006	13.963	0.006	13.754	0.006	14.162	0.006	99.900	99.900	99.900	99.900	99.900	99.900
54396.13120	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	13.989	0.009	13.779	0.006	14.001	0.007
54398.00139	99.900	99.900	14.011	0.009	13.739	0.007	99.900	99.900	13.650	0.006	14.170	0.008	99.900	99.900	99.900	99.900	99.900	99.900
54399.12087	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.216	0.010	13.912	0.011	14.099	0.007
54400.08246	14.958	0.022	14.021	0.007	13.698	0.006	13.871	0.005	13.608	0.004	14.219	0.006	99.900	99.900	99.900	99.900	99.900	99.900
54402.11413	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.479	0.007	14.120	0.009	14.209	0.006
54403.05252	15.116	0.019	14.113	0.007	13.713	0.006	13.914	0.004	13.626	0.005	14.290	0.005	99.900	99.900	99.900	99.900	99.900	99.900
54407.10929	15.442	0.024	14.352	0.006	13.843	0.005	14.090	0.005	13.825	0.004	14.498	0.007	99.900	99.900	99.900	99.900	99.900	99.900
54408.18216	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.805	0.006	14.894	0.020	14.359	0.010
54409.06752	15.596	0.025	14.519	0.008	13.948	0.007	14.217	0.006	13.963	0.006	14.644	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54410.10914	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.841	0.018	15.268	0.021	14.436	0.026
54411.07127	15.875	0.021	14.714	0.006	14.077	0.006	14.364	0.006	14.114	0.006	14.836	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54413.08524	16.130	0.021	14.924	0.007	14.217	0.004	14.523	0.004	14.250	0.004	14.923	0.005	99.900	99.900	99.900	99.900	99.900	99.900
54415.06387	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.668	0.009	15.538	0.029	14.342	0.008
54417.12103	16.629	0.027	15.365	0.008	14.424	0.006	14.853	0.006	14.347	0.006	14.867	0.008	99.900	99.900	99.900	99.900	99.900	99.900
54426.05222	17.556	0.024	16.190	0.010	14.877	0.006	15.618	0.008	14.480	0.006	14.643	0.008	13.903	0.007	14.953	0.003	14.011	0.006
54428.06213	17.721	0.074	16.361	0.013	14.986	0.006	15.779	0.006	14.562	0.004	14.655	0.004	99.900	99.900	99.900	99.900	99.900	99.900
54430.04243	17.845	0.041	16.498	0.010	15.114	0.008	15.926	0.007	14.672	0.007	14.696	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54434.06884	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	13.801	0.010	14.933	0.006	14.278	0.010
54435.03446	18.146	0.045	16.770	0.009	15.450	0.006	16.229	0.006	15.031	0.005	15.075	0.006	99.900	99.900	99.900	99.900	99.900	99.900
54439.10082	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.116	0.005	15.406	0.024	14.555	0.019
