# CSP Optical + NIR data for SN2006eq
# Timestamp:  2011-10-25 15:53:05
# zcmb = 0.048358	  RA = 21:28:37.20	 DEC = +01:13:41.20
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
53980.04130	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.398	0.046	18.412	0.086	18.353	0.188
53981.12415	20.210	0.120	18.852	0.021	18.450	0.016	18.612	0.013	18.282	0.011	18.647	0.018	99.900	99.900	99.900	99.900	99.900	99.900
53982.00774	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.419	0.044	18.782	0.094	18.585	0.170
53983.02296	19.936	0.254	18.995	0.055	18.513	0.054	18.749	0.070	18.306	0.022	18.610	0.037	99.900	99.900	99.900	99.900	99.900	99.900
53986.10590	99.900	99.900	19.477	0.084	18.707	0.038	19.043	0.040	18.466	0.022	18.905	0.036	99.900	99.900	99.900	99.900	99.900	99.900
53986.98714	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.745	0.086	19.572	0.240	18.631	0.253
53988.04737	99.900	99.900	19.723	0.039	18.852	0.018	99.900	99.900	18.580	0.016	19.048	0.021	99.900	99.900	99.900	99.900	99.900	99.900
53991.10144	21.356	0.248	20.235	0.038	19.144	0.018	19.778	0.021	18.783	0.015	19.025	0.025	99.900	99.900	99.900	99.900	99.900	99.900
53994.02586	21.460	0.227	20.542	0.036	19.476	0.020	20.173	0.021	18.948	0.013	19.015	0.020	99.900	99.900	99.900	99.900	99.900	99.900
53995.03686	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.525	0.046	19.334	0.143	99.900	99.900
53996.13633	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.355	0.164
53998.01415	99.900	99.900	21.032	0.100	19.756	0.036	20.357	0.050	19.210	0.028	19.102	0.037	99.900	99.900	99.900	99.900	99.900	99.900
53999.00750	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.437	0.043	19.064	0.134	99.900	99.900
54000.04377	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.742	0.297
54000.98853	22.275	0.186	21.295	0.060	20.043	0.034	20.788	0.031	19.413	0.019	19.258	0.026	99.900	99.900	99.900	99.900	99.900	99.900
54001.98877	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.507	0.061	99.900	99.900	99.900	99.900
54003.00234	22.685	0.248	21.332	0.104	20.215	0.034	20.962	0.029	19.589	0.020	19.411	0.028	99.900	99.900	99.900	99.900	99.900	99.900
54007.02177	99.900	99.900	21.590	0.086	20.503	0.051	21.161	0.054	19.924	0.024	19.790	0.040	99.900	99.900	99.900	99.900	99.900	99.900
54007.99168	99.900	99.900	21.467	0.109	99.900	99.900	21.161	0.047	19.931	0.028	19.839	0.038	99.900	99.900	99.900	99.900	99.900	99.900
54010.98376	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.947	0.077	99.900	99.900	99.900	99.900
54012.03854	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.050	0.035	99.900	99.900	19.746	0.304
54012.98705	99.900	99.900	99.900	99.900	20.624	0.227	21.516	0.245	20.325	0.113	20.053	0.104	99.900	99.900	99.900	99.900	99.900	99.900
54014.08557	99.900	99.900	99.900	99.900	20.545	0.267	21.313	0.129	20.192	0.104	20.085	0.127	99.900	99.900	99.900	99.900	99.900	99.900
54014.98811	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.162	0.042	20.306	0.160	19.877	0.316
54015.99024	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.252	0.030	20.380	0.130	20.109	0.211
54017.99887	99.900	99.900	21.661	0.092	20.852	0.056	21.565	0.054	20.401	0.041	20.442	0.057	99.900	99.900	99.900	99.900	99.900	99.900
54022.00127	99.900	99.900	99.900	99.900	20.977	0.049	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54022.99314	99.900	99.900	21.736	0.055	99.900	99.900	21.498	0.075	20.476	0.028	20.515	0.056	99.900	99.900	99.900	99.900	99.900	99.900
54023.98440	99.900	99.900	21.674	0.093	21.108	0.053	21.523	0.187	20.566	0.039	20.560	0.043	99.900	99.900	99.900	99.900	99.900	99.900
54028.99123	99.900	99.900	99.900	99.900	21.002	0.159	21.628	0.056	20.733	0.048	20.876	0.086	99.900	99.900	99.900	99.900	99.900	99.900
54042.05210	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	21.023	0.145	21.122	0.180	99.900	99.900	99.900	99.900	99.900	99.900
