# CSP Optical + NIR data for SN2008C
# Timestamp:  2011-10-25 15:53:06
# zcmb = 0.017067	  RA = 06:57:11.52	 DEC = +20:26:13.56
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-	     K	  +/-
54469.30411	16.948	0.045	15.996	0.009	15.791	0.007	15.817	0.010	15.700	0.008	16.266	0.011	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54470.16674	17.049	0.050	16.058	0.008	15.793	0.008	15.880	0.006	15.704	0.008	16.288	0.014	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54471.20554	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.761	0.123	16.474	0.029	16.494	0.034	99.900	99.900
54473.20094	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.980	0.059	16.618	0.168	16.637	0.293	99.900	99.900
54475.14676	17.422	0.036	16.412	0.010	15.929	0.008	16.139	0.007	15.804	0.013	16.554	0.018	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54476.16038	17.599	0.021	16.511	0.011	16.003	0.009	16.179	0.009	16.029	0.019	16.591	0.020	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54477.16657	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.224	0.082	17.205	0.127	16.611	0.171	99.900	99.900
54478.15296	17.891	0.028	16.736	0.011	16.115	0.008	16.361	0.007	16.106	0.010	16.802	0.025	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54479.14747	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.877	0.039	17.410	0.070	16.750	0.207	99.900	99.900
54480.15306	18.228	0.056	16.963	0.013	16.294	0.010	16.620	0.011	16.245	0.012	16.850	0.018	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54484.10341	18.461	0.155	17.423	0.029	16.524	0.017	16.849	0.021	16.284	0.011	16.636	0.021	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54485.18108	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.523	0.048	17.316	0.138	16.447	0.034	99.900	99.900
54488.14500	19.108	0.404	17.839	0.059	16.852	0.035	99.900	99.900	16.277	0.020	16.559	0.022	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54489.14611	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.282	0.029	17.122	0.229	16.413	0.087	99.900	99.900
54492.12974	19.482	0.216	18.148	0.035	17.044	0.013	17.713	0.013	16.554	0.012	16.621	0.014	16.067	0.008	17.061	0.014	16.154	0.088	99.900	99.900
54495.14589	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.832	0.013	16.868	0.009	16.240	0.007	18.941	0.017
54497.12174	20.058	0.461	18.683	0.057	17.196	0.021	18.107	0.020	16.841	0.012	16.736	0.016	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54499.10829	99.900	99.900	19.045	0.096	17.260	0.025	18.243	0.023	17.168	0.023	16.938	0.018	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54503.12439	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.402	0.093	16.999	0.088	16.892	0.073	99.900	99.900
54511.06036	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.918	0.042	17.695	0.352	17.301	0.113	99.900	99.900
54517.07521	99.900	99.900	19.102	0.168	99.900	99.900	18.598	0.077	18.015	0.065	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54518.07516	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.738	0.182	18.553	0.338	17.740	0.202	99.900	99.900
54521.07405	99.900	99.900	19.360	0.112	18.272	0.044	99.900	99.900	17.981	0.033	17.991	0.042	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54523.05138	99.900	99.900	19.530	0.118	18.381	0.043	99.900	99.900	17.951	0.025	17.998	0.040	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54524.05675	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.160	0.162	99.900	99.900	18.123	0.328	99.900	99.900
54527.04495	99.900	99.900	19.414	0.092	99.900	99.900	18.866	0.034	17.922	0.027	18.333	0.055	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54530.04704	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.176	0.125	99.900	99.900	17.902	0.497	99.900	99.900
54532.03863	99.900	99.900	19.390	0.058	18.504	0.032	18.907	0.025	18.234	0.028	18.298	0.037	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54536.08951	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.643	0.366	99.900	99.900
54541.07968	99.900	99.900	19.677	0.132	99.900	99.900	18.824	0.055	18.006	0.050	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54543.02140	99.900	99.900	19.079	0.082	18.257	0.048	18.435	0.053	18.356	0.040	18.965	0.082	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54544.11269	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.212	0.219	99.900	99.900
54545.00328	99.900	99.900	19.393	0.084	18.654	0.043	18.848	0.040	18.832	0.095	18.614	0.046	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54546.99601	99.900	99.900	19.617	0.091	19.061	0.081	19.285	0.071	18.617	0.035	18.865	0.055	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54549.03298	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.559	0.096	19.919	0.112	18.636	0.111	99.900	99.900
54551.99491	99.900	99.900	19.713	0.079	19.028	0.044	19.083	0.026	18.632	0.029	19.195	0.080	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54555.02693	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.339	0.106	19.792	0.112	19.363	0.121	99.900	99.900
54557.97730	99.900	99.900	99.900	99.900	99.900	99.900	18.679	0.091	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54561.06067	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.602	0.330	99.900	99.900
