# CSP Optical + NIR data for SN2005am
# Timestamp:  2011-10-25 15:53:05
# zcmb = 0.008967	  RA = 09:16:12.96	 DEC = -16:18:15.84
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-	     K	  +/-
53432.06039	14.576	0.006	14.082	0.013	14.033	0.007	13.988	0.005	13.988	0.008	14.267	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53433.18991	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.157	0.005	14.006	0.012	14.215	0.004	14.102	0.016
53436.11336	14.443	0.005	13.851	0.003	13.782	0.002	13.769	0.002	13.755	0.003	14.286	0.003	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53438.06450	14.551	0.009	13.882	0.006	13.765	0.005	13.787	0.006	13.721	0.005	14.332	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53444.13120	15.253	0.009	14.344	0.008	13.975	0.006	14.119	0.006	14.052	0.007	14.774	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53445.13409	15.376	0.010	14.465	0.008	14.045	0.006	14.199	0.006	14.125	0.009	14.827	0.011	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53446.12860	15.531	0.010	14.599	0.006	14.129	0.006	14.296	0.004	14.211	0.006	14.885	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53451.04935	99.900	99.900	99.900	99.900	99.900	99.900	14.861	0.010	14.389	0.009	14.752	0.019	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53452.06284	16.590	0.015	15.447	0.011	14.541	0.009	14.988	0.007	14.391	0.008	14.754	0.012	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53453.05256	16.685	0.016	15.581	0.009	14.615	0.006	15.101	0.008	14.405	0.007	14.703	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53454.06818	16.844	0.020	15.711	0.011	14.693	0.007	15.223	0.006	14.438	0.005	14.693	0.008	14.274	0.005	15.236	0.005	14.351	0.004	14.300	0.010
53455.00484	17.015	0.025	15.871	0.012	14.768	0.006	15.359	0.006	14.474	0.006	14.675	0.007	14.204	0.004	15.162	0.005	14.341	0.003	14.316	0.007
53455.99473	17.052	0.022	15.958	0.010	14.841	0.007	15.476	0.006	14.517	0.005	14.668	0.006	14.111	0.004	15.061	0.004	14.319	0.007	14.313	0.003
53457.06265	17.203	0.020	16.057	0.010	14.923	0.007	15.574	0.006	14.582	0.006	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53458.03303	17.307	0.023	16.174	0.010	15.040	0.006	15.712	0.007	14.671	0.005	14.728	0.006	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53459.16446	17.388	0.026	16.301	0.011	15.158	0.006	15.824	0.006	14.784	0.006	14.813	0.006	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53459.99536	17.452	0.023	16.386	0.012	15.233	0.006	15.912	0.008	14.876	0.007	14.900	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53460.99546	17.550	0.022	16.440	0.012	15.342	0.008	16.011	0.008	14.973	0.007	99.900	99.900	14.082	0.005	15.111	0.004	14.575	0.018	14.680	0.006
53461.99696	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.152	0.006	15.237	0.005	14.702	0.006	14.793	0.016
53464.02355	17.715	0.025	16.679	0.012	15.558	0.008	16.224	0.008	15.212	0.006	15.262	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53465.02317	17.744	0.018	16.740	0.013	15.631	0.007	16.288	0.008	15.280	0.006	15.346	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53466.01720	17.831	0.023	16.783	0.013	15.671	0.008	16.337	0.008	15.347	0.006	15.414	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53467.12774	17.873	0.016	16.814	0.011	15.720	0.007	16.366	0.008	15.402	0.004	15.469	0.006	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53468.02366	17.877	0.015	16.854	0.012	15.769	0.007	16.407	0.007	15.446	0.007	15.546	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53471.97755	18.011	0.018	16.960	0.013	15.890	0.008	16.507	0.008	15.624	0.004	15.745	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53472.97734	18.023	0.017	17.004	0.013	15.949	0.008	16.555	0.009	15.676	0.007	15.800	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53473.98891	18.079	0.014	17.010	0.012	15.991	0.008	16.574	0.008	15.699	0.006	15.850	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53474.98090	18.112	0.015	17.030	0.014	16.024	0.008	16.623	0.009	15.736	0.007	15.900	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53475.97733	18.108	0.014	17.035	0.015	16.033	0.010	16.621	0.011	15.780	0.011	15.952	0.014	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53476.97375	18.122	0.016	17.079	0.014	16.085	0.010	16.668	0.009	15.831	0.009	15.994	0.013	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53477.97262	18.131	0.017	17.109	0.017	16.114	0.010	16.674	0.011	15.859	0.012	16.022	0.015	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53478.97013	18.147	0.050	17.033	0.026	16.090	0.030	16.714	0.034	15.902	0.019	16.089	0.028	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53479.97317	18.169	0.018	17.128	0.018	16.187	0.011	16.705	0.009	15.940	0.009	16.123	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53480.96238	18.203	0.024	17.147	0.015	16.197	0.010	16.705	0.010	15.981	0.008	16.147	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53481.99507	18.075	0.044	17.131	0.023	16.244	0.014	16.751	0.015	16.006	0.011	16.205	0.016	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53483.00229	18.232	0.020	17.182	0.017	16.261	0.011	16.764	0.010	16.036	0.009	16.241	0.012	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53488.98949	18.431	0.018	17.295	0.015	16.435	0.010	16.867	0.009	16.248	0.009	16.489	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53489.95972	18.455	0.016	17.282	0.019	16.459	0.009	16.908	0.009	16.301	0.009	16.531	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53490.96245	18.429	0.024	17.332	0.025	16.496	0.014	16.908	0.014	16.343	0.015	16.576	0.023	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53511.95045	18.906	0.031	17.529	0.020	17.070	0.016	17.244	0.014	17.099	0.013	17.340	0.018	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
