# CSP Optical + NIR data for SN2004gu
# Timestamp:  2011-10-25 15:53:04
# zcmb = 0.046897	  RA = 12:46:24.72	 DEC = +11:56:56.04
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
53357.34850	99.900	99.900	99.900	99.900	17.453	0.020	17.503	0.009	17.533	0.009	17.917	0.016	99.900	99.900	99.900	99.900	99.900	99.900
53361.32773	18.096	0.019	17.567	0.024	17.384	0.015	17.414	0.016	17.379	0.009	17.933	0.015	99.900	99.900	99.900	99.900	99.900	99.900
53362.35264	18.137	0.027	99.900	99.900	99.900	99.900	17.417	0.009	17.355	0.011	17.913	0.033	99.900	99.900	99.900	99.900	99.900	99.900
53363.34630	18.202	0.093	17.590	0.022	17.383	0.010	99.900	99.900	17.340	0.011	17.968	0.016	99.900	99.900	99.900	99.900	99.900	99.900
53365.33018	18.377	0.040	17.634	0.024	17.412	0.013	17.419	0.010	17.350	0.010	18.021	0.022	99.900	99.900	99.900	99.900	99.900	99.900
53369.34434	99.900	99.900	17.746	0.032	17.508	0.014	17.583	0.013	17.459	0.011	18.104	0.019	99.900	99.900	99.900	99.900	99.900	99.900
53372.33591	18.896	0.036	17.965	0.025	99.900	99.900	17.709	0.010	17.619	0.011	18.346	0.022	99.900	99.900	99.900	99.900	99.900	99.900
53373.33679	18.948	0.070	18.034	0.025	17.692	0.011	17.791	0.010	17.680	0.011	18.395	0.024	99.900	99.900	99.900	99.900	99.900	99.900
53374.36363	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.597	0.035	19.042	0.038	99.900	99.900
53376.34037	99.900	99.900	18.285	0.040	17.871	0.010	18.061	0.011	17.849	0.011	18.641	0.017	99.900	99.900	99.900	99.900	99.900	99.900
53377.34130	19.495	0.035	99.900	99.900	99.900	99.900	18.160	0.015	17.915	0.012	18.658	0.021	99.900	99.900	99.900	99.900	99.900	99.900
53378.35029	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.582	0.043	19.269	0.063	19.110	0.129
53380.33936	99.900	99.900	18.708	0.051	18.061	0.012	18.433	0.019	18.007	0.010	18.699	0.020	99.900	99.900	99.900	99.900	99.900	99.900
53381.32876	20.116	0.057	18.816	0.031	18.126	0.017	18.510	0.019	18.044	0.012	18.728	0.018	99.900	99.900	99.900	99.900	99.900	99.900
53384.31266	20.322	0.069	19.105	0.027	18.284	0.010	18.817	0.025	18.101	0.011	18.681	0.022	99.900	99.900	99.900	99.900	99.900	99.900
53385.34303	99.900	99.900	19.154	0.031	18.326	0.012	99.900	99.900	18.101	0.012	18.645	0.022	99.900	99.900	99.900	99.900	99.900	99.900
53386.30000	20.593	0.056	19.343	0.027	18.389	0.012	18.997	0.025	18.148	0.011	18.650	0.018	18.206	0.016	19.269	0.053	18.465	0.032
53387.28529	20.481	0.076	19.388	0.028	18.456	0.013	19.108	0.028	18.142	0.010	18.598	0.017	99.900	99.900	99.900	99.900	99.900	99.900
53388.31181	99.900	99.900	19.518	0.031	18.481	0.013	19.155	0.027	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53390.33487	20.898	0.098	99.900	99.900	18.585	0.016	19.314	0.031	18.190	0.014	18.503	0.019	99.900	99.900	99.900	99.900	99.900	99.900
53391.30773	99.900	99.900	19.755	0.033	18.671	0.015	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53392.36659	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.962	0.037	19.107	0.039	18.118	0.038
53393.31457	21.258	0.117	19.803	0.045	18.762	0.018	19.497	0.026	18.306	0.012	18.447	0.018	99.900	99.900	99.900	99.900	99.900	99.900
53394.30340	21.016	0.183	19.962	0.049	18.774	0.020	19.643	0.049	18.329	0.015	18.490	0.020	99.900	99.900	99.900	99.900	99.900	99.900
53395.30855	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.373	0.017	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53398.34658	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.681	0.024	18.584	0.030	18.366	0.032
53399.31991	99.900	99.900	20.224	0.079	19.074	0.025	19.693	0.032	18.589	0.018	18.614	0.033	99.900	99.900	99.900	99.900	99.900	99.900
53401.31250	99.900	99.900	20.255	0.086	19.202	0.035	99.900	99.900	18.691	0.018	18.772	0.028	99.900	99.900	99.900	99.900	99.900	99.900
53402.34741	99.900	99.900	20.419	0.043	19.234	0.018	20.002	0.025	18.726	0.016	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53403.30038	99.900	99.900	20.527	0.051	19.332	0.018	20.045	0.027	18.815	0.012	18.906	0.021	99.900	99.900	99.900	99.900	99.900	99.900
