# CSP Optical + NIR data for SN2006et
# Timestamp:  2011-10-25 15:53:05
# zcmb = 0.021178	  RA = 00:42:45.82	 DEC = -23:33:30.24
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
53982.11765	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.068	0.047	16.966	0.077	17.071	0.064
53983.13341	99.900	99.900	99.900	99.900	99.900	99.900	16.862	0.011	16.838	0.014	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53986.19833	16.960	0.021	16.421	0.009	16.309	0.008	16.318	0.007	16.305	0.008	16.537	0.010	99.900	99.900	99.900	99.900	99.900	99.900
53987.35913	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.288	0.017	16.101	0.023	16.248	0.029
53988.06848	99.900	99.900	16.236	0.008	16.124	0.007	99.900	99.900	16.109	0.006	16.358	0.008	99.900	99.900	99.900	99.900	99.900	99.900
53991.15058	16.626	0.019	16.053	0.005	15.920	0.006	15.935	0.005	15.912	0.007	16.312	0.008	99.900	99.900	99.900	99.900	99.900	99.900
53993.14987	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.434	0.016	16.108	0.020	16.421	0.033
53994.22285	16.664	0.014	16.035	0.007	15.878	0.006	15.906	0.006	15.821	0.007	16.375	0.007	99.900	99.900	99.900	99.900	99.900	99.900
53995.17443	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.566	0.017	16.240	0.023	16.503	0.026
53998.17876	17.010	0.015	16.173	0.006	15.908	0.005	16.016	0.005	15.838	0.004	16.475	0.006	99.900	99.900	99.900	99.900	99.900	99.900
53999.29946	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.810	0.023	16.630	0.018	16.614	0.033
54001.12044	17.257	0.016	16.338	0.008	16.010	0.010	16.123	0.006	15.928	0.006	16.566	0.010	99.900	99.900	99.900	99.900	99.900	99.900
54002.10966	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.990	0.025	16.928	0.035	16.746	0.038
54003.13455	17.432	0.018	16.465	0.008	16.074	0.007	16.232	0.006	16.010	0.006	16.690	0.008	99.900	99.900	99.900	99.900	99.900	99.900
54006.14724	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.035	0.057
