# CSP Optical + NIR data for SN2005hc
# Timestamp:  2011-10-25 15:53:05
# zcmb = 0.044983	  RA = 01:56:47.95	 DEC = -00:12:49.40
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
53661.18965	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.793	0.037	17.814	0.068	17.785	0.116
53662.19344	18.029	0.033	17.519	0.013	17.547	0.011	17.437	0.010	17.570	0.010	17.971	0.017	99.900	99.900	99.900	99.900	99.900	99.900
53663.16912	17.891	0.018	17.471	0.008	17.500	0.009	17.380	0.007	17.512	0.009	17.947	0.012	99.900	99.900	99.900	99.900	99.900	99.900
53664.13950	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.883	0.034	17.862	0.043	18.051	0.117
53665.13905	17.906	0.013	17.406	0.006	17.415	0.007	17.308	0.006	17.419	0.008	17.988	0.012	99.900	99.900	99.900	99.900	99.900	99.900
53666.20376	17.900	0.016	17.392	0.007	17.396	0.008	17.280	0.007	17.389	0.007	17.972	0.012	99.900	99.900	99.900	99.900	99.900	99.900
53668.13498	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.116	0.036	18.012	0.053	18.027	0.102
53669.13616	18.041	0.014	17.434	0.006	17.394	0.007	17.320	0.005	17.367	0.006	18.033	0.009	99.900	99.900	99.900	99.900	99.900	99.900
53670.17324	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.233	0.050	18.121	0.061	99.900	99.900
53671.22008	18.220	0.016	17.506	0.007	17.413	0.007	17.372	0.007	17.374	0.007	18.061	0.014	99.900	99.900	99.900	99.900	99.900	99.900
53672.22662	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.400	0.078	18.444	0.097	18.555	0.264
53673.20068	18.378	0.017	17.617	0.008	17.453	0.010	17.452	0.007	17.439	0.009	18.105	0.016	99.900	99.900	99.900	99.900	99.900	99.900
53674.26351	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.471	0.060	18.841	0.166	18.615	0.205
53675.18432	18.565	0.018	17.728	0.008	17.527	0.010	17.556	0.007	17.514	0.008	18.205	0.015	99.900	99.900	99.900	99.900	99.900	99.900
53676.24161	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.516	0.085	99.900	99.900	18.521	0.267
53678.12312	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.479	0.084	99.900	99.900	99.900	99.900
