# CSP Optical + NIR data for SN2008fp
# Timestamp:  2011-10-25 15:53:06
# zcmb = 0.006287	  RA = 07:16:32.64	 DEC = -29:19:31.80
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-	     K	  +/-
54724.32370	15.610	0.018	14.903	0.007	14.277	0.006	14.571	0.007	14.106	0.008	14.080	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54725.32016	15.549	0.024	14.799	0.008	14.171	0.006	14.475	0.006	14.011	0.004	14.024	0.005	13.708	0.004	13.505	0.004	13.633	0.004	13.424	0.007
54726.32141	15.485	0.022	14.730	0.007	14.099	0.006	14.397	0.006	13.942	0.005	13.992	0.006	13.755	0.034	13.506	0.012	13.646	0.009	99.900	99.900
54727.33258	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	13.758	0.005	13.495	0.004	13.654	0.004	13.392	0.007
54728.31453	15.468	0.023	14.628	0.011	13.993	0.007	14.296	0.007	13.851	0.006	13.997	0.006	13.819	0.008	13.531	0.003	13.698	0.015	13.400	0.009
54729.30238	15.476	0.026	99.900	99.900	13.962	0.006	14.282	0.007	13.818	0.005	14.007	0.005	13.904	0.003	13.555	0.003	13.732	0.005	13.420	0.006
54730.36590	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	13.943	0.011	13.560	0.007	13.758	0.018	99.900	99.900
54731.38619	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.033	0.006	13.628	0.007	13.782	0.012	99.900	99.900
54732.30270	15.610	0.021	14.662	0.005	13.970	0.008	14.323	0.004	13.808	0.008	14.125	0.006	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54733.37810	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.224	0.006	13.759	0.005	13.846	0.009	99.900	99.900
54737.39199	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.494	0.006	14.160	0.013	13.970	0.007	99.900	99.900
54740.30267	16.254	0.010	15.052	0.005	14.199	0.004	14.580	0.004	14.111	0.004	14.545	0.004	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54741.38641	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.660	0.007	14.829	0.018	14.082	0.008	99.900	99.900
54743.38196	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.649	0.007	15.099	0.014	14.082	0.009	99.900	99.900
54744.31379	16.793	0.012	15.426	0.006	14.469	0.005	14.876	0.006	14.411	0.005	14.847	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54745.34953	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.644	0.003	15.257	0.008	14.051	0.004	99.900	99.900
54747.30524	17.219	0.012	15.755	0.008	14.652	0.006	15.124	0.006	14.520	0.006	14.850	0.006	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54749.30468	17.551	0.014	15.984	0.006	14.751	0.005	15.292	0.006	14.548	0.005	14.802	0.006	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54751.28175	17.794	0.082	16.192	0.023	14.851	0.013	15.463	0.008	14.593	0.006	14.752	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54752.28324	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.116	0.007	15.041	0.006	13.745	0.008	13.567	0.013
54753.36793	18.100	0.020	16.404	0.008	14.959	0.005	15.648	0.006	14.598	0.005	14.677	0.006	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54756.30067	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	13.825	0.024	14.812	0.005	13.648	0.008	13.531	0.007
54758.25494	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	13.662	0.003	14.662	0.011	13.660	0.016	13.540	0.006
54759.34452	18.726	0.021	16.972	0.010	15.276	0.007	16.151	0.008	14.752	0.007	14.578	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54760.29968	18.779	0.020	17.033	0.010	15.328	0.007	16.227	0.007	14.792	0.007	14.597	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54764.34080	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	13.489	0.005	14.500	0.016	13.768	0.008	99.900	99.900
54765.32339	19.066	0.021	17.314	0.007	15.652	0.005	16.548	0.006	15.129	0.004	14.882	0.004	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54768.31296	19.108	0.022	17.455	0.011	15.806	0.008	16.672	0.008	15.312	0.009	15.088	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
