# CSP Optical + NIR data for SN2007A
# Timestamp:  2011-10-25 15:53:06
# zcmb = 0.016463	  RA = 00:25:16.66	 DEC = +12:53:12.48
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
54107.02522	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.873	0.012	15.738	0.018	99.900	99.900
54108.02776	16.528	0.012	16.096	0.013	15.946	0.007	16.017	0.010	15.883	0.008	16.098	0.007	99.900	99.900	99.900	99.900	99.900	99.900
54109.03208	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.835	0.020	15.643	0.020	99.900	99.900
54110.03096	99.900	99.900	16.039	0.011	15.828	0.007	15.876	0.010	15.795	0.008	16.073	0.014	99.900	99.900	99.900	99.900	99.900	99.900
54111.03859	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.955	0.012	99.900	99.900	16.018	0.050
54112.02442	16.455	0.015	15.967	0.008	15.726	0.008	15.821	0.008	15.722	0.006	16.125	0.008	99.900	99.900	99.900	99.900	99.900	99.900
54115.03406	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.355	0.016	15.995	0.058	99.900	99.900
54119.02593	99.900	99.900	16.178	0.007	15.841	0.005	99.900	99.900	15.817	0.007	16.366	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54120.02121	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.668	0.043	16.498	0.052	99.900	99.900
54121.03027	99.900	99.900	16.309	0.007	15.904	0.006	99.900	99.900	15.901	0.008	16.500	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54122.02237	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.842	0.061	99.900	99.900	16.649	0.218
54123.02390	17.366	0.038	99.900	99.900	99.900	99.900	16.221	0.023	16.060	0.009	16.678	0.013	99.900	99.900	99.900	99.900	99.900	99.900
54124.02031	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.929	0.061	17.154	0.084	99.900	99.900
54126.02816	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.901	0.051	99.900	99.900	99.900	99.900
54127.02706	99.900	99.900	16.788	0.017	16.268	0.013	99.900	99.900	99.900	99.900	16.962	0.015	99.900	99.900	99.900	99.900	99.900	99.900
54128.02508	99.900	99.900	99.900	99.900	99.900	99.900	16.580	0.019	16.399	0.010	16.988	0.016	99.900	99.900	99.900	99.900	99.900	99.900
54129.03300	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.240	0.146
54131.02397	99.900	99.900	17.327	0.043	16.516	0.019	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54132.02012	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.630	0.072	99.900	99.900	99.900	99.900
54133.02112	99.900	99.900	99.900	99.900	16.574	0.017	16.992	0.033	16.489	0.013	16.909	0.018	99.900	99.900	99.900	99.900	99.900	99.900
