# CSP Optical + NIR data for SN2006mr
# Timestamp:  2011-10-25 15:53:09
# zcmb = 0.005508	  RA = 03:22:43.03	 DEC = -37:12:29.16
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
54046.16501	16.835	0.021	16.058	0.011	15.559	0.011	15.807	0.007	15.473	0.007	15.473	0.008	99.900	99.900	99.900	99.900	99.900	99.900
54047.17675	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.747	0.009	14.687	0.024	14.597	0.022
54048.29948	16.645	0.021	15.577	0.006	15.001	0.006	15.271	0.005	14.881	0.004	14.950	0.006	99.900	99.900	99.900	99.900	99.900	99.900
54049.20598	16.681	0.020	15.461	0.012	14.833	0.014	15.121	0.008	14.702	0.013	14.808	0.011	14.444	0.005	14.312	0.017	14.176	0.034
54052.24351	17.114	0.023	15.517	0.012	14.624	0.010	15.067	0.012	14.411	0.016	14.538	0.013	99.900	99.900	99.900	99.900	99.900	99.900
54053.28772	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.044	0.010	13.980	0.017	13.901	0.006
54056.23198	18.045	0.032	16.223	0.009	14.928	0.006	15.649	0.006	14.497	0.008	14.529	0.008	99.900	99.900	99.900	99.900	99.900	99.900
54057.12991	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.000	0.006	14.131	0.010	13.907	0.019
54060.25838	18.598	0.052	16.840	0.025	15.429	0.024	16.256	0.014	14.901	0.014	14.819	0.015	99.900	99.900	99.900	99.900	99.900	99.900
54063.27273	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.309	0.018	14.796	0.016	14.434	0.014
54065.24617	18.748	0.051	17.222	0.027	15.917	0.022	16.671	0.016	15.471	0.011	15.321	0.013	99.900	99.900	99.900	99.900	99.900	99.900
54066.31424	18.850	0.042	17.268	0.029	15.998	0.015	16.712	0.012	15.572	0.009	15.431	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54067.28560	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.656	0.016	15.518	0.019	14.955	0.016
54068.25035	18.830	0.051	17.398	0.027	16.116	0.021	16.832	0.016	15.723	0.016	15.560	0.014	99.900	99.900	99.900	99.900	99.900	99.900
54070.27655	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.988	0.013	15.970	0.022	15.399	0.027
54071.15779	18.917	0.053	17.527	0.025	16.311	0.019	16.964	0.014	15.964	0.013	15.815	0.018	99.900	99.900	99.900	99.900	99.900	99.900
54072.22051	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.159	0.022	16.272	0.026	15.543	0.025
54073.21282	19.069	0.074	17.598	0.019	16.435	0.013	17.038	0.011	16.111	0.009	15.943	0.012	15.309	0.007	16.306	0.014	15.646	0.021
54076.20914	19.057	0.066	17.715	0.022	16.587	0.016	17.158	0.010	16.309	0.009	16.147	0.016	99.900	99.900	99.900	99.900	99.900	99.900
54077.24980	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.573	0.016	16.833	0.043	16.043	0.046
54080.25767	19.156	0.058	17.829	0.022	16.793	0.014	17.280	0.012	16.569	0.011	16.382	0.011	99.900	99.900	99.900	99.900	99.900	99.900
54082.23068	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.957	0.020	17.400	0.087	16.351	0.061
54084.16336	19.325	0.063	17.957	0.043	16.958	0.021	17.487	0.023	16.822	0.013	16.575	0.012	99.900	99.900	99.900	99.900	99.900	99.900
54086.20927	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.182	0.020	17.779	0.107	16.619	0.076
54087.11973	19.471	0.098	18.050	0.044	17.059	0.044	17.551	0.031	16.973	0.026	16.711	0.025	99.900	99.900	99.900	99.900	99.900	99.900
54090.11471	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.378	0.022	99.900	99.900	16.898	0.057
54092.15775	19.521	0.081	18.211	0.061	17.276	0.043	17.804	0.046	17.260	0.029	16.959	0.028	99.900	99.900	99.900	99.900	99.900	99.900
54093.18824	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.523	0.019	99.900	99.900	17.027	0.073
54096.14568	19.710	0.073	18.317	0.039	17.453	0.029	17.887	0.019	17.580	0.029	17.072	0.021	99.900	99.900	99.900	99.900	99.900	99.900
54098.18501	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.760	0.023	99.900	99.900	99.900	99.900
54099.11396	19.977	0.118	18.411	0.024	17.591	0.016	17.972	0.015	17.698	0.018	17.180	0.018	99.900	99.900	99.900	99.900	99.900	99.900
