# CSP Optical + NIR data for SN2007bc
# Timestamp:  2011-10-25 15:53:06
# zcmb = 0.021851	  RA = 11:19:14.64	 DEC = +20:48:32.40
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
54196.15234	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.305	0.018	99.900	99.900
54197.14053	16.526	0.035	16.150	0.011	16.026	0.008	15.944	0.007	15.999	0.010	16.407	0.015	99.900	99.900	99.900	99.900	99.900	99.900
54198.15249	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.343	0.019	16.314	0.017	16.584	0.067
54199.14677	16.489	0.031	16.083	0.011	15.943	0.008	15.866	0.006	15.935	0.009	16.472	0.013	99.900	99.900	99.900	99.900	99.900	99.900
54202.16333	16.692	0.030	16.059	0.012	15.927	0.006	15.884	0.007	15.922	0.008	16.568	0.014	99.900	99.900	99.900	99.900	99.900	99.900
54203.15375	16.797	0.027	16.116	0.014	15.931	0.007	15.911	0.007	15.913	0.009	16.563	0.014	99.900	99.900	99.900	99.900	99.900	99.900
54205.14472	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.861	0.020	16.867	0.027	16.808	0.061
54208.13787	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.997	0.026	17.401	0.038	99.900	99.900
54219.10925	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.544	0.021	99.900	99.900	16.748	0.050
54222.15976	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.447	0.015	99.900	99.900	99.900	99.900
54224.09819	19.816	0.215	18.558	0.135	17.170	0.017	17.842	0.022	16.802	0.015	16.971	0.021	99.900	99.900	99.900	99.900	99.900	99.900
54227.11415	99.900	99.900	99.900	99.900	17.390	0.013	18.107	0.015	16.935	0.011	17.036	0.015	99.900	99.900	99.900	99.900	99.900	99.900
54230.04315	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.277	0.015	17.349	0.041	99.900	99.900
54231.10962	99.900	99.900	18.901	0.022	17.683	0.013	18.359	0.013	17.258	0.012	17.358	0.017	99.900	99.900	99.900	99.900	99.900	99.900
54232.11757	99.900	99.900	18.952	0.033	17.720	0.013	18.418	0.017	17.325	0.016	17.399	0.021	99.900	99.900	99.900	99.900	99.900	99.900
54234.05857	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.508	0.024	99.900	99.900	17.039	0.097
54235.03558	20.066	0.085	19.046	0.022	17.902	0.012	18.559	0.010	17.497	0.011	17.626	0.016	99.900	99.900	99.900	99.900	99.900	99.900
54238.08183	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.709	0.040	18.047	0.155	99.900	99.900
54245.04658	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.066	0.059	18.581	0.037	17.581	0.043
54254.01567	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.548	0.075	19.261	0.310	18.094	0.200
54258.02179	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.818	0.050	99.900	99.900	99.900	99.900
54259.01451	20.881	0.239	19.624	0.036	18.594	0.019	19.087	0.014	18.339	0.015	18.654	0.025	99.900	99.900	99.900	99.900	99.900	99.900
