# CSP Optical + NIR data for SN2006lu
# Timestamp:  2011-10-25 15:53:05
# zcmb = 0.054399	  RA = 09:15:17.52	 DEC = -25:36:0.36
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
54040.32110	18.793	0.026	18.059	0.011	17.911	0.010	17.919	0.007	17.893	0.009	18.473	0.017	99.900	99.900	99.900	99.900	99.900	99.900
54041.35904	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.016	0.098	99.900	99.900	99.900	99.900
54042.32148	19.011	0.035	18.184	0.010	17.987	0.011	18.031	0.009	17.968	0.012	18.583	0.020	99.900	99.900	99.900	99.900	99.900	99.900
54043.31674	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.264	0.146	19.806	0.542	99.900	99.900
54044.36500	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.045	0.021	18.690	0.046	99.900	99.900	99.900	99.900	99.900	99.900
54045.30196	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.585	0.213	19.659	0.256	19.064	0.337
54046.27243	19.388	0.152	18.358	0.028	18.174	0.022	18.312	0.020	18.176	0.020	18.761	0.036	99.900	99.900	99.900	99.900	99.900	99.900
54048.37585	99.900	99.900	99.900	99.900	18.206	0.034	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54049.32163	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.547	0.046	19.709	0.112	18.275	0.088
54052.32707	20.484	0.092	19.155	0.020	99.900	99.900	18.847	0.013	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54056.32021	20.712	0.153	19.608	0.024	18.835	0.015	19.245	0.015	18.571	0.011	19.053	0.019	99.900	99.900	99.900	99.900	99.900	99.900
54060.35134	99.900	99.900	20.086	0.047	19.096	0.019	19.596	0.041	18.694	0.027	18.832	0.147	99.900	99.900	99.900	99.900	99.900	99.900
54065.32933	21.705	0.304	20.479	0.030	19.399	0.023	20.049	0.044	18.866	0.025	19.031	0.066	99.900	99.900	99.900	99.900	99.900	99.900
54068.33083	21.925	0.171	20.666	0.031	19.554	0.027	20.168	0.030	19.026	0.025	18.974	0.051	99.900	99.900	99.900	99.900	99.900	99.900
54071.31134	22.369	0.249	20.750	0.033	19.717	0.025	20.350	0.023	19.211	0.015	19.200	0.024	99.900	99.900	99.900	99.900	99.900	99.900
54073.32706	99.900	99.900	20.697	0.065	19.747	0.040	20.457	0.043	19.357	0.024	19.254	0.044	99.900	99.900	99.900	99.900	99.900	99.900
54076.32536	99.900	99.900	20.745	0.118	19.851	0.056	20.432	0.054	19.459	0.030	19.525	0.040	99.900	99.900	99.900	99.900	99.900	99.900
54084.25591	99.900	99.900	21.097	0.055	20.139	0.034	20.712	0.033	19.735	0.025	19.917	0.043	99.900	99.900	99.900	99.900	99.900	99.900
54085.31376	99.900	99.900	21.193	0.075	99.900	99.900	20.742	0.026	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54087.28105	99.900	99.900	21.225	0.039	20.263	0.027	20.786	0.022	19.843	0.021	20.129	0.036	99.900	99.900	99.900	99.900	99.900	99.900
54091.34277	99.900	99.900	99.900	99.900	20.386	0.035	20.835	0.032	19.951	0.028	20.197	0.060	99.900	99.900	99.900	99.900	99.900	99.900
54099.34531	99.900	99.900	21.320	0.056	20.517	0.030	20.982	0.097	20.110	0.061	20.466	0.236	99.900	99.900	99.900	99.900	99.900	99.900
54100.29911	99.900	99.900	21.355	0.051	20.536	0.040	21.068	0.036	20.198	0.024	20.566	0.058	99.900	99.900	99.900	99.900	99.900	99.900
54104.29859	99.900	99.900	21.321	0.206	20.483	0.081	20.950	0.091	20.287	0.055	20.818	0.089	99.900	99.900	99.900	99.900	99.900	99.900
54106.28247	99.900	99.900	21.229	0.134	20.605	0.076	20.988	0.071	20.420	0.041	20.768	0.076	99.900	99.900	99.900	99.900	99.900	99.900
54110.30051	99.900	99.900	21.538	0.113	20.623	0.081	21.136	0.049	20.629	0.489	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54112.35057	99.900	99.900	21.570	0.088	20.741	0.037	21.056	0.108	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54121.27083	99.900	99.900	21.660	0.073	20.918	0.036	21.348	0.037	20.749	0.028	21.245	0.068	99.900	99.900	99.900	99.900	99.900	99.900
54125.29980	99.900	99.900	21.739	0.060	20.956	0.042	21.296	0.036	20.886	0.035	21.202	0.094	99.900	99.900	99.900	99.900	99.900	99.900
54130.21164	99.900	99.900	99.900	99.900	99.900	99.900	21.484	0.081	20.982	0.051	21.150	0.126	99.900	99.900	99.900	99.900	99.900	99.900
54131.24436	99.900	99.900	99.900	99.900	21.029	0.065	99.900	99.900	21.033	0.056	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54543.12044	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	21.354	0.290	99.900	99.900	99.900	99.900
54838.24365	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	21.474	0.245	21.792	0.435	19.715	0.741
