# CSP Optical + NIR data for SN2005hj
# Timestamp:  2011-10-25 15:53:05
# zcmb = 0.056948	  RA = 01:26:48.26	 DEC = -01:14:16.80
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-	     K	  +/-
53671.15836	18.137	0.026	17.890	0.009	17.804	0.009	17.737	0.009	17.839	0.011	18.300	0.015	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53672.10089	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.349	0.052	18.081	0.124	18.102	0.136	99.900	99.900
53673.14427	18.157	0.025	17.849	0.010	17.764	0.009	17.696	0.009	17.743	0.013	18.351	0.014	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53674.15421	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.357	0.043	18.239	0.190	18.801	0.231	99.900	99.900
53675.12478	18.274	0.024	17.879	0.009	17.802	0.015	17.743	0.010	17.734	0.015	18.390	0.016	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53676.09923	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.432	0.055	18.322	0.090	18.653	0.258	99.900	99.900
53677.15573	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.575	0.056	18.265	0.185	19.016	0.387	99.900	99.900
53678.20036	99.900	99.900	17.920	0.008	17.820	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53680.18932	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.716	0.115	18.241	0.100	18.553	0.408	99.900	99.900
53681.20043	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.736	0.074	18.482	0.071	18.650	0.102	19.827	0.087
53682.16684	18.888	0.071	18.220	0.022	17.950	0.023	17.952	0.013	17.862	0.015	18.522	0.022	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53683.14134	19.104	0.044	18.227	0.012	18.000	0.012	18.014	0.014	17.928	0.014	18.521	0.021	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53686.22849	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.731	0.111	18.908	0.180	18.334	0.318	99.900	99.900
53688.21449	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.090	0.267	18.521	0.304	99.900	99.900
53690.16660	20.586	0.452	18.671	0.048	18.285	0.032	18.536	0.028	18.242	0.025	19.102	0.040	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53693.17816	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.791	0.099	19.088	0.322	18.750	0.429	99.900	99.900
53695.18653	99.900	99.900	19.339	0.024	18.650	0.014	18.982	0.016	18.458	0.017	19.179	0.029	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53697.12913	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.685	0.079	18.809	0.226	18.418	0.409	99.900	99.900
53701.14619	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.452	0.063	19.165	0.197	99.900	99.900	99.900	99.900
53702.14984	99.900	99.900	19.916	0.027	19.043	0.017	19.483	0.022	18.624	0.016	19.005	0.021	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53707.21387	99.900	99.900	20.261	0.074	19.181	0.028	19.925	0.035	18.806	0.022	18.810	0.033	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53709.11856	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.208	0.055	18.913	0.124	99.900	99.900	99.900	99.900
53712.08950	99.900	99.900	20.594	0.065	19.707	0.030	20.052	0.030	19.093	0.026	19.157	0.029	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53725.12126	99.900	99.900	21.124	0.080	20.194	0.045	20.472	0.040	19.586	0.031	19.690	0.037	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53729.11349	99.900	99.900	21.051	0.121	20.166	0.050	20.617	0.051	19.483	0.035	19.939	0.095	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53739.08637	99.900	99.900	21.025	0.081	20.395	0.047	20.684	0.060	19.801	0.046	20.179	0.080	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53747.06589	99.900	99.900	99.900	99.900	20.539	0.131	20.669	0.125	19.839	0.054	20.437	0.111	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53752.03749	99.900	99.900	21.301	0.098	20.510	0.077	20.888	0.062	20.017	0.049	20.250	0.081	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53761.05732	99.900	99.900	21.153	0.113	20.760	0.079	20.916	0.067	19.869	0.065	20.820	0.105	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
