# CSP Optical + NIR data for SN2009dc
# Timestamp:  2011-10-27 16:32:41
# zcmb = 0.000000	  RA = 15:51:12.24	 DEC = +25:42:28.08
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
54938.25359	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.954	0.008	15.849	0.013	15.997	0.015
54939.34558	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.848	0.027	15.757	0.008	16.005	0.028
54942.29708	15.508	0.010	15.432	0.006	15.351	0.006	15.315	0.006	15.380	0.005	15.809	0.007	99.900	99.900	99.900	99.900	99.900	99.900
54945.26167	15.515	0.010	15.357	0.007	15.287	0.006	15.220	0.011	15.279	0.004	15.718	0.006	15.736	0.008	15.578	0.010	15.796	0.020
54946.27100	15.531	0.010	15.353	0.007	15.282	0.006	15.226	0.006	15.296	0.007	15.738	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54947.25243	15.578	0.010	15.349	0.007	15.279	0.006	15.232	0.006	15.285	0.006	15.729	0.006	99.900	99.900	99.900	99.900	99.900	99.900
54948.23784	15.631	0.012	15.356	0.007	15.287	0.007	15.247	0.007	15.295	0.006	15.727	0.007	15.748	0.007	15.590	0.016	15.727	0.058
54949.22978	15.689	0.010	15.385	0.007	15.329	0.006	15.251	0.009	15.295	0.006	15.730	0.007	99.900	99.900	99.900	99.900	99.900	99.900
54951.22185	15.833	0.010	15.441	0.007	15.340	0.005	15.304	0.007	15.312	0.006	15.751	0.006	99.900	99.900	99.900	99.900	99.900	99.900
54954.27353	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.832	0.011	15.685	0.004	15.671	0.011
54956.25887	16.281	0.012	15.712	0.007	15.445	0.006	15.498	0.006	15.402	0.005	15.792	0.006	99.900	99.900	99.900	99.900	99.900	99.900
54959.22477	16.638	0.021	15.903	0.010	15.527	0.007	15.654	0.007	15.464	0.006	15.855	0.007	99.900	99.900	99.900	99.900	99.900	99.900
54961.25267	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.720	0.007	15.913	0.009	15.723	0.026
54963.23579	17.096	0.021	16.218	0.030	15.677	0.011	15.894	0.008	15.575	0.007	15.902	0.007	99.900	99.900	99.900	99.900	99.900	99.900
54964.22410	17.201	0.021	16.323	0.010	15.722	0.008	15.954	0.008	15.589	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54965.26502	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.627	0.007	16.008	0.012	15.660	0.048
54966.21546	17.427	0.019	16.481	0.008	15.815	0.006	16.095	0.006	15.641	0.006	15.913	0.007	99.900	99.900	99.900	99.900	99.900	99.900
54968.21499	17.635	0.017	16.645	0.010	15.898	0.008	16.227	0.008	15.683	0.007	15.903	0.008	99.900	99.900	99.900	99.900	99.900	99.900
54969.27465	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.507	0.006	15.972	0.030	15.589	0.020
54973.23291	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.462	0.029	15.939	0.017	15.540	0.030
54975.21237	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.401	0.006	15.931	0.008	15.556	0.020
54976.16858	18.330	0.017	17.281	0.008	16.253	0.006	16.766	0.006	15.900	0.005	15.961	0.006	99.900	99.900	99.900	99.900	99.900	99.900
