# CSP Optical + NIR data for SN2007on
# Timestamp:  2011-10-25 15:53:06
# zcmb = 0.006182	  RA = 03:38:50.90	 DEC = -35:34:30.00
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-	     K	  +/-
54410.21631	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.418	0.015	14.348	0.010	14.249	0.009	99.900	99.900
54411.28453	14.473	0.008	14.192	0.007	14.167	0.007	14.111	0.006	14.176	0.008	14.338	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54412.21537	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	13.829	0.011	13.729	0.007	13.735	0.006	99.900	99.900
54413.31325	13.967	0.008	13.670	0.004	13.652	0.005	13.587	0.003	13.639	0.003	13.826	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54415.24100	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	13.311	0.008	13.218	0.006	99.900	99.900	99.900	99.900
54417.20520	13.654	0.010	13.158	0.008	13.118	0.006	13.060	0.007	13.093	0.005	13.388	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54418.24183	13.778	0.014	13.151	0.008	13.092	0.009	13.016	0.008	13.061	0.009	13.437	0.013	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54421.20750	13.930	0.010	13.104	0.006	12.960	0.009	12.954	0.005	12.966	0.007	13.439	0.011	13.393	0.004	13.234	0.010	13.345	0.003	15.916	0.045
54422.21833	14.053	0.012	13.163	0.006	12.963	0.005	12.995	0.004	12.965	0.005	13.464	0.007	13.464	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54423.20494	14.218	0.009	13.263	0.006	13.041	0.008	13.087	0.006	13.022	0.007	13.565	0.007	13.519	0.004	13.479	0.010	99.900	99.900	99.900	99.900
54424.21960	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	13.561	0.008	13.639	0.010	13.456	0.007	99.900	99.900
54425.22418	14.504	0.010	13.470	0.007	13.082	0.007	13.216	0.004	13.099	0.004	13.646	0.011	13.640	0.005	13.806	0.011	99.900	99.900	99.900	99.900
54426.15644	14.714	0.018	13.606	0.008	13.153	0.009	13.337	0.006	13.192	0.007	13.715	0.008	13.677	0.012	13.941	0.011	13.530	0.008	16.174	0.052
54427.17866	14.881	0.018	13.768	0.009	13.230	0.009	99.900	99.900	13.244	0.009	13.748	0.015	13.663	0.010	14.056	0.005	13.528	0.007	16.165	0.051
54428.21678	15.104	0.023	13.957	0.007	13.328	0.007	13.596	0.004	13.321	0.005	13.791	0.010	13.663	0.011	14.139	0.005	13.499	0.012	16.059	0.001
54429.18392	15.299	0.022	14.119	0.008	13.421	0.008	13.722	0.006	13.366	0.006	13.807	0.011	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54430.16787	15.520	0.024	14.285	0.009	13.502	0.009	13.857	0.007	13.418	0.006	13.799	0.011	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54431.21043	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	13.514	0.008	14.238	0.008	13.427	0.005	99.900	99.900
54432.16671	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	13.462	0.009	14.239	0.009	13.389	0.011	99.900	99.900
54435.16196	16.237	0.026	15.001	0.009	13.951	0.009	14.540	0.007	13.643	0.007	13.752	0.011	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54437.20831	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	13.199	0.026	14.044	0.006	13.416	0.005	99.900	99.900
54439.18367	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	13.178	0.010	14.066	0.006	13.534	0.006	99.900	99.900
54440.18856	16.613	0.021	15.480	0.009	14.445	0.008	15.030	0.008	14.096	0.007	14.080	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54442.20865	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	13.389	0.011	14.441	0.011	13.832	0.006	99.900	99.900
54443.22231	16.756	0.016	15.689	0.008	14.684	0.006	15.259	0.005	14.393	0.005	14.393	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54444.28089	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	13.552	0.004	14.717	0.017	14.014	0.007	99.900	99.900
54445.22330	16.853	0.015	15.780	0.008	14.806	0.007	15.364	0.005	14.528	0.006	14.541	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54446.17706	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	13.727	0.030	14.926	0.009	14.169	0.008	99.900	99.900
54447.14920	16.933	0.028	15.871	0.009	14.910	0.008	15.439	0.008	14.650	0.008	14.683	0.011	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54448.15290	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	13.823	0.006	15.134	0.007	14.293	0.013	99.900	99.900
54449.19361	17.063	0.029	15.949	0.009	14.996	0.010	15.534	0.008	14.769	0.008	14.809	0.011	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54453.13832	17.110	0.031	16.074	0.010	15.151	0.009	15.654	0.007	14.966	0.007	15.012	0.011	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54454.14459	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.232	0.007	15.723	0.024	14.660	0.009	99.900	99.900
54455.11390	17.180	0.034	16.124	0.009	15.226	0.008	15.722	0.008	15.053	0.008	15.112	0.011	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54456.15405	17.214	0.039	16.163	0.011	15.255	0.009	15.745	0.007	15.099	0.006	15.165	0.011	14.365	0.005	15.919	0.003	14.799	0.014	17.610	0.053
54457.12102	17.254	0.027	16.183	0.011	15.284	0.008	15.769	0.008	15.139	0.007	15.208	0.011	14.444	0.013	16.001	0.019	14.854	0.011	17.689	0.050
54458.18471	17.289	0.031	16.213	0.011	15.325	0.009	15.802	0.008	15.186	0.007	15.257	0.011	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54461.17794	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	14.683	0.007	16.301	0.013	15.019	0.019	99.900	99.900
