# CSP Optical + NIR data for SN2008bq
# Timestamp:  2011-10-25 15:53:06
# zcmb = 0.034436	  RA = 06:41:2.40	 DEC = -38:02:18.96
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
54561.97557	17.764	0.018	17.028	0.007	16.939	0.006	16.916	0.007	16.875	0.006	17.391	0.009	99.900	99.900	99.900	99.900	99.900	99.900
54565.02973	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.577	0.033	17.452	0.055	17.890	0.157
54566.00806	18.006	0.014	17.123	0.010	16.954	0.009	16.955	0.008	16.821	0.010	17.478	0.014	99.900	99.900	99.900	99.900	99.900	99.900
54567.97270	18.173	0.016	17.186	0.009	16.992	0.008	17.026	0.007	16.866	0.008	17.516	0.011	99.900	99.900	99.900	99.900	99.900	99.900
54568.99380	18.232	0.025	17.247	0.009	17.013	0.007	17.066	0.014	16.903	0.007	17.554	0.012	99.900	99.900	99.900	99.900	99.900	99.900
54569.97779	18.368	0.021	17.293	0.008	17.046	0.008	17.109	0.007	16.943	0.007	17.582	0.010	99.900	99.900	99.900	99.900	99.900	99.900
54571.96904	18.530	0.025	17.429	0.009	17.129	0.008	17.219	0.008	17.023	0.008	17.698	0.011	99.900	99.900	99.900	99.900	99.900	99.900
54572.99145	18.696	0.042	17.504	0.009	17.171	0.008	17.289	0.006	17.089	0.007	17.769	0.011	99.900	99.900	99.900	99.900	99.900	99.900
54573.96351	18.729	0.034	17.591	0.011	17.219	0.012	17.367	0.010	17.143	0.009	17.874	0.016	99.900	99.900	99.900	99.900	99.900	99.900
54574.99168	18.923	0.047	17.718	0.012	17.275	0.011	17.426	0.008	17.206	0.009	17.947	0.013	99.900	99.900	99.900	99.900	99.900	99.900
54575.96550	19.112	0.052	17.810	0.013	17.344	0.009	17.510	0.009	17.277	0.008	17.998	0.013	99.900	99.900	99.900	99.900	99.900	99.900
54579.97782	19.700	0.038	18.249	0.011	17.597	0.009	17.905	0.008	17.453	0.009	18.094	0.014	99.900	99.900	99.900	99.900	99.900	99.900
54588.00443	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.402	0.013	18.526	0.103	17.800	0.123
54588.99494	20.742	0.117	19.137	0.017	18.094	0.010	18.687	0.010	17.634	0.008	17.938	0.010	99.900	99.900	99.900	99.900	99.900	99.900
54590.95522	20.794	0.101	19.288	0.018	18.196	0.013	18.814	0.023	17.706	0.011	17.942	0.017	99.900	99.900	99.900	99.900	99.900	99.900
54593.00956	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.156	0.047	18.148	0.142	17.432	0.115
54594.96523	21.062	0.126	19.579	0.024	18.437	0.012	19.163	0.014	17.892	0.009	17.947	0.011	99.900	99.900	99.900	99.900	99.900	99.900
54596.00319	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.117	0.022	18.187	0.118	17.992	0.314
54598.96595	21.164	0.163	19.845	0.035	18.705	0.016	19.446	0.018	18.185	0.010	18.212	0.013	99.900	99.900	99.900	99.900	99.900	99.900
54605.95005	21.135	0.462	20.173	0.189	19.027	0.031	19.664	0.062	18.529	0.020	18.677	0.023	99.900	99.900	99.900	99.900	99.900	99.900
