# CSP Optical + NIR data for SN2006ax
# Timestamp:  2011-10-25 15:53:04
# zcmb = 0.017957	  RA = 11:24:3.36	 DEC = -12:17:29.04
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-	     K	  +/-
53815.12534	17.637	0.017	16.740	0.009	16.752	0.010	16.655	0.008	16.800	0.010	17.075	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53816.27134	99.900	99.900	16.362	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53817.26855	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.274	0.020	16.233	0.045	16.354	0.023	99.900	99.900
53818.18473	16.321	0.013	15.880	0.009	15.967	0.008	15.828	0.007	15.986	0.008	16.237	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53819.21164	16.072	0.014	15.690	0.009	15.783	0.009	15.637	0.007	15.808	0.008	16.068	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53820.31554	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.864	0.012	15.820	0.016	99.900	99.900	99.900	99.900
53821.09793	99.900	99.900	15.438	0.004	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53822.20513	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.781	0.015	15.697	0.018	15.887	0.030	99.900	99.900
53823.15933	15.612	0.013	15.287	0.007	15.360	0.007	15.225	0.006	15.407	0.006	15.779	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53824.15863	15.578	0.011	15.213	0.006	15.287	0.006	15.162	0.005	15.345	0.006	15.772	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53826.12625	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.890	0.017	15.771	0.010	15.974	0.018	99.900	99.900
53828.01412	15.641	0.009	15.188	0.004	15.205	0.002	15.113	0.003	15.259	0.002	15.887	0.003	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53829.15031	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.199	0.013	15.961	0.020	16.177	0.026	99.900	99.900
53830.12319	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.285	0.014	16.048	0.026	16.166	0.023	99.900	99.900
53831.13384	15.886	0.014	15.285	0.008	15.255	0.008	15.189	0.009	15.304	0.009	16.001	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53832.13708	16.017	0.013	15.335	0.006	15.287	0.006	15.232	0.004	15.343	0.006	16.030	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53833.13269	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.558	0.008	16.374	0.007	16.372	0.008	15.968	0.015
53834.22289	16.253	0.013	15.468	0.007	15.365	0.006	15.347	0.006	15.439	0.006	16.155	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53835.06483	16.331	0.014	15.534	0.007	15.397	0.006	15.392	0.006	15.480	0.005	16.222	0.006	16.666	0.008	16.639	0.008	16.446	0.018	16.060	0.016
53837.21476	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.697	0.018	16.965	0.037	16.478	0.041	99.900	99.900
53838.15572	16.830	0.038	15.809	0.011	15.567	0.006	15.602	0.007	15.708	0.006	16.493	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53839.11867	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.699	0.013	17.328	0.031	16.507	0.025	99.900	99.900
53840.11692	16.978	0.018	15.980	0.008	15.688	0.007	15.746	0.006	15.841	0.005	16.626	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53841.17657	17.128	0.013	16.102	0.007	15.740	0.006	15.838	0.006	15.884	0.006	16.675	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53843.14457	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.662	0.008	17.485	0.011	16.450	0.009	16.105	0.017
53845.05674	17.663	0.013	16.530	0.008	15.961	0.006	16.201	0.006	16.018	0.006	16.650	0.007	16.541	0.008	17.460	0.012	16.378	0.010	99.900	99.900
53848.13723	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.304	0.011	17.316	0.039	16.226	0.038	99.900	99.900
53850.11295	18.305	0.017	17.078	0.007	16.251	0.005	16.653	0.007	16.071	0.006	16.522	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53851.09603	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.140	0.012	17.255	0.030	16.093	0.027	99.900	99.900
53855.08088	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.905	0.014	17.017	0.027	99.900	99.900	99.900	99.900
53858.06043	18.906	0.022	17.726	0.009	16.717	0.009	17.304	0.006	16.354	0.007	16.474	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53860.15593	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.729	0.010	16.894	0.033	16.174	0.091	99.900	99.900
53861.05604	19.104	0.029	17.862	0.012	16.884	0.008	17.481	0.008	16.528	0.007	16.616	0.007	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53864.07022	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.883	0.012	17.089	0.019	16.397	0.035	99.900	99.900
