# CSP Optical + NIR data for SN2005al
# Timestamp:  2011-10-25 15:53:05
# zcmb = 0.013286	  RA = 13:50:0.24	 DEC = -30:34:34.32
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-	     K	  +/-
53429.24553	15.629	0.010	15.076	0.006	15.089	0.006	15.016	0.006	15.111	0.012	15.713	0.013	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53430.28633	15.634	0.007	15.072	0.006	15.076	0.007	15.010	0.005	15.073	0.008	15.747	0.011	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53431.31240	15.684	0.007	15.087	0.006	15.077	0.007	15.022	0.005	15.085	0.007	15.797	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53432.29869	15.737	0.009	15.121	0.007	15.086	0.007	15.045	0.006	15.074	0.007	15.807	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53433.35169	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.197	0.021	15.957	0.015	16.043	0.009	15.821	0.012
53436.28381	16.082	0.007	15.346	0.004	15.223	0.004	15.228	0.004	15.248	0.005	15.997	0.008	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53444.30596	17.172	0.014	16.173	0.010	15.742	0.008	15.886	0.007	15.859	0.009	16.579	0.012	16.504	0.010	17.437	0.013	16.095	0.050	16.062	0.027
53445.30799	17.333	0.015	16.305	0.008	15.816	0.008	15.980	0.008	15.879	0.010	16.545	0.014	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53446.31602	17.488	0.015	16.424	0.006	15.866	0.007	16.085	0.008	15.909	0.008	16.533	0.012	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53447.29775	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.267	0.009	17.245	0.013	16.130	0.010	15.956	0.016
53450.32173	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.151	0.020	17.134	0.030	16.060	0.019	15.788	0.024
53452.25518	18.323	0.026	17.123	0.010	16.222	0.009	16.708	0.009	15.973	0.009	16.270	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53453.19335	18.376	0.026	17.218	0.009	16.294	0.009	16.807	0.009	16.023	0.008	16.253	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53454.23798	18.429	0.034	17.344	0.015	16.373	0.009	16.916	0.011	16.074	0.008	16.255	0.009	99.900	99.900	16.593	0.007	15.889	0.009	99.900	99.900
53455.27980	18.559	0.043	17.428	0.019	16.492	0.011	17.029	0.014	16.155	0.008	16.279	0.008	15.569	0.005	16.550	0.013	15.939	0.007	15.953	0.012
53456.28346	18.636	0.037	17.513	0.014	16.554	0.009	17.116	0.012	16.222	0.009	16.331	0.010	15.557	0.005	16.563	0.016	15.965	0.006	16.037	0.010
53457.25736	18.687	0.033	17.580	0.015	16.649	0.011	17.220	0.012	16.303	0.009	16.398	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53458.25329	18.767	0.026	17.700	0.014	16.707	0.011	17.294	0.012	16.404	0.010	16.486	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53459.28280	18.854	0.024	17.761	0.014	16.786	0.010	17.368	0.011	16.478	0.009	16.578	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53460.21603	18.903	0.022	17.827	0.014	16.864	0.010	17.462	0.012	16.539	0.009	16.659	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53461.18788	18.921	0.023	17.872	0.014	16.941	0.011	17.501	0.012	16.609	0.010	16.739	0.011	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53462.24986	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	15.881	0.005	17.101	0.007	16.386	0.007	16.486	0.015
53464.29258	19.118	0.020	18.031	0.014	17.106	0.011	17.642	0.011	16.795	0.009	16.933	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53465.28974	19.101	0.019	18.074	0.009	17.148	0.010	17.703	0.010	16.846	0.009	17.017	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53466.29789	19.174	0.022	18.089	0.009	17.186	0.010	17.740	0.010	16.865	0.009	17.066	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53467.27454	19.176	0.020	18.130	0.008	17.207	0.010	17.756	0.011	16.902	0.008	17.100	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53468.24052	19.223	0.016	18.154	0.009	17.251	0.009	17.796	0.012	16.988	0.011	17.180	0.011	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53473.20022	19.361	0.018	18.273	0.008	17.411	0.009	17.915	0.011	17.167	0.008	17.424	0.010	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53474.32696	19.342	0.027	18.306	0.009	17.461	0.011	17.937	0.008	17.172	0.007	17.441	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53475.21155	19.383	0.017	18.317	0.009	17.501	0.010	17.957	0.008	17.251	0.008	17.524	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53476.30560	19.395	0.021	18.343	0.009	17.513	0.011	17.991	0.009	17.288	0.009	17.553	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
53477.33839	19.389	0.026	18.369	0.009	17.552	0.011	18.000	0.008	17.322	0.008	17.611	0.009	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
