# CSP Optical + NIR data for SN2005na
# Timestamp:  2011-10-25 15:53:04
# zcmb = 0.026815	  RA = 07:01:36.72	 DEC = +14:07:59.88
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
53738.19991	16.447	0.012	16.257	0.007	16.288	0.007	16.178	0.006	16.309	0.007	16.754	0.008	99.900	99.900	99.900	99.900	99.900	99.900
53740.25501	16.503	0.013	16.252	0.009	16.256	0.009	16.168	0.008	16.260	0.010	16.796	0.013	99.900	99.900	99.900	99.900	99.900	99.900
53741.19233	16.555	0.017	16.265	0.007	16.257	0.007	16.184	0.005	16.240	0.007	16.815	0.009	99.900	99.900	99.900	99.900	99.900	99.900
53745.14351	16.919	0.013	16.408	0.008	16.326	0.009	16.296	0.009	16.297	0.009	16.923	0.012	99.900	99.900	99.900	99.900	99.900	99.900
53748.19492	17.223	0.022	16.584	0.009	16.421	0.009	16.431	0.006	16.432	0.007	17.083	0.012	99.900	99.900	99.900	99.900	99.900	99.900
53751.18412	17.579	0.024	16.818	0.009	16.584	0.008	16.637	0.007	16.639	0.008	17.359	0.009	99.900	99.900	99.900	99.900	99.900	99.900
53753.12747	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.671	0.013	18.383	0.032	17.617	0.033
53754.14588	18.008	0.024	17.165	0.009	16.795	0.008	16.903	0.007	16.842	0.008	17.568	0.010	17.620	0.013	18.390	0.025	17.603	0.029
53755.14016	18.221	0.028	17.264	0.009	16.866	0.009	16.999	0.006	16.887	0.008	17.578	0.015	17.581	0.015	18.456	0.034	17.582	0.044
53756.19389	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.576	0.018	18.358	0.030	17.344	0.032
53757.14571	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.446	0.014	18.398	0.034	17.368	0.036
53760.12876	19.073	0.043	17.934	0.012	17.175	0.009	17.527	0.008	17.000	0.008	17.467	0.011	99.900	99.900	99.900	99.900	99.900	99.900
53762.14816	19.349	0.044	18.187	0.014	17.306	0.009	17.757	0.010	17.033	0.009	17.392	0.012	99.900	99.900	99.900	99.900	99.900	99.900
53763.10530	19.532	0.066	18.287	0.015	17.361	0.011	17.833	0.009	17.050	0.010	17.370	0.012	99.900	99.900	99.900	99.900	99.900	99.900
53764.15324	19.507	0.052	18.382	0.020	17.435	0.012	17.955	0.009	17.075	0.009	17.336	0.014	99.900	99.900	99.900	99.900	99.900	99.900
53765.10431	19.661	0.065	18.512	0.018	17.494	0.012	18.126	0.022	17.100	0.014	17.295	0.017	99.900	99.900	99.900	99.900	99.900	99.900
53767.12101	99.900	99.900	18.676	0.019	17.631	0.009	18.244	0.009	17.161	0.007	17.294	0.011	99.900	99.900	99.900	99.900	99.900	99.900
53771.08862	19.986	0.077	19.009	0.022	17.881	0.010	18.547	0.013	17.380	0.008	17.378	0.014	99.900	99.900	99.900	99.900	99.900	99.900
53772.12083	20.159	0.102	19.091	0.041	17.947	0.013	18.623	0.016	17.465	0.012	17.429	0.012	99.900	99.900	99.900	99.900	99.900	99.900
53773.13923	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	16.610	0.008	17.549	0.016	16.937	0.043
53774.11726	20.151	0.121	19.179	0.038	18.046	0.018	18.759	0.019	17.604	0.011	17.603	0.012	99.900	99.900	99.900	99.900	99.900	99.900
53781.11774	99.900	99.900	19.423	0.047	18.326	0.030	18.954	0.050	17.910	0.014	18.027	0.036	99.900	99.900	99.900	99.900	99.900	99.900
53782.08006	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.056	0.041	99.900	99.900	17.532	0.099
53783.05852	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.178	0.008	18.455	0.028	17.576	0.022
53784.08117	20.408	0.106	19.411	0.029	18.416	0.017	19.004	0.021	18.029	0.013	18.174	0.016	17.183	0.010	18.417	0.025	17.621	0.053
53785.08054	99.900	99.900	19.486	0.027	18.508	0.012	19.078	0.013	18.075	0.012	18.247	0.014	17.248	0.009	18.514	0.028	99.900	99.900
