# CSP Optical + NIR data for SN2006os
# Timestamp:  2011-10-25 15:53:05
# zcmb = 0.032081	  RA = 02:55:1.10	 DEC = +16:00:34.92
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
54063.13395	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.585	0.042	17.304	0.062	17.139	0.208
54066.17714	99.900	99.900	18.202	0.012	17.766	0.009	17.942	0.009	17.487	0.007	17.877	0.012	17.864	0.025	17.592	0.010	17.648	0.069
54069.10810	19.579	0.071	18.299	0.018	17.802	0.012	18.045	0.010	17.525	0.010	17.909	0.014	99.900	99.900	99.900	99.900	99.900	99.900
54070.09984	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.821	0.097	17.891	0.190	17.617	0.124
54073.13417	19.693	0.146	18.654	0.053	17.957	0.022	18.312	0.027	17.702	0.016	18.151	0.027	18.166	0.018	18.495	0.024	18.064	0.062
54075.13391	19.823	0.186	18.868	0.041	18.122	0.019	18.460	0.021	17.833	0.012	18.295	0.021	99.900	99.900	99.900	99.900	99.900	99.900
54077.13020	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.954	0.046	18.612	0.206	17.666	0.184
54080.14859	21.178	0.174	19.459	0.027	18.401	0.013	18.954	0.014	18.060	0.010	18.384	0.018	99.900	99.900	99.900	99.900	99.900	99.900
54083.12509	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.761	0.070	18.601	0.170	99.900	99.900
54084.10880	21.552	0.294	19.916	0.034	18.685	0.016	19.389	0.018	18.156	0.011	18.319	0.017	99.900	99.900	99.900	99.900	99.900	99.900
54087.08792	21.816	0.395	20.231	0.038	18.847	0.016	19.646	0.020	18.223	0.012	18.271	0.017	99.900	99.900	99.900	99.900	99.900	99.900
54090.07167	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.261	0.039	99.900	99.900	99.900	99.900
54091.08720	22.044	0.282	20.600	0.067	19.123	0.020	20.071	0.030	18.416	0.012	18.272	0.015	99.900	99.900	99.900	99.900	99.900	99.900
54096.06260	99.900	99.900	20.679	0.089	19.434	0.041	20.424	0.053	18.773	0.017	18.523	0.030	99.900	99.900	99.900	99.900	99.900	99.900
54098.07650	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.427	0.031	99.900	99.900	99.900	99.900
54103.10260	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.718	0.046	99.900	99.900	99.900	99.900
54105.08807	99.900	99.900	21.343	0.199	19.793	0.051	20.596	0.065	19.174	0.021	19.126	0.025	99.900	99.900	99.900	99.900	99.900	99.900
54108.09927	99.900	99.900	21.445	0.115	19.895	0.031	20.806	0.028	19.346	0.015	19.272	0.028	99.900	99.900	99.900	99.900	99.900	99.900
54109.11822	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.048	0.114	99.900	99.900	99.900	99.900
54121.09785	99.900	99.900	21.904	0.155	20.210	0.041	20.905	0.051	19.690	0.023	19.790	0.048	99.900	99.900	99.900	99.900	99.900	99.900
54128.05898	99.900	99.900	99.900	99.900	20.469	0.106	99.900	99.900	20.046	0.052	20.005	0.071	99.900	99.900	99.900	99.900	99.900	99.900
54133.05395	99.900	99.900	99.900	99.900	20.528	0.192	99.900	99.900	20.178	0.075	20.349	0.112	99.900	99.900	99.900	99.900	99.900	99.900
