# CSP Optical + NIR data for SN2007nq
# Timestamp:  2011-10-25 15:53:06
# zcmb = 0.043904	  RA = 00:57:33.58	 DEC = -01:23:19.00
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
54397.13446	18.079	0.030	17.557	0.014	17.493	0.015	17.428	0.013	17.485	0.013	17.935	0.018	99.900	99.900	99.900	99.900	99.900	99.900
54399.17893	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.896	0.052	17.893	0.137	17.637	0.204
54400.14849	99.900	99.900	17.587	0.017	17.463	0.013	17.413	0.010	17.443	0.010	17.964	0.017	99.900	99.900	99.900	99.900	99.900	99.900
54402.17432	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.053	0.035	18.233	0.074	18.198	0.154
54403.08494	99.900	99.900	17.732	0.009	17.552	0.009	17.561	0.007	17.509	0.009	18.047	0.013	99.900	99.900	99.900	99.900	99.900	99.900
54407.23219	19.454	0.094	18.162	0.015	17.779	0.011	17.921	0.008	17.777	0.008	18.465	0.016	99.900	99.900	99.900	99.900	99.900	99.900
54408.24443	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.301	0.118	99.900	99.900	99.900	99.900
54409.12561	19.583	0.049	18.418	0.014	17.920	0.013	18.105	0.010	17.900	0.012	18.576	0.019	99.900	99.900	99.900	99.900	99.900	99.900
54410.16276	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.258	0.062	99.900	99.900	99.900	99.900
54411.09982	20.010	0.058	18.728	0.013	18.071	0.011	18.376	0.009	18.005	0.010	18.605	0.017	99.900	99.900	99.900	99.900	99.900	99.900
54412.15470	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.160	0.056	19.122	0.210	99.900	99.900
54413.10992	20.451	0.122	19.015	0.020	18.231	0.014	18.648	0.011	18.056	0.009	18.497	0.020	99.900	99.900	99.900	99.900	99.900	99.900
54415.18464	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.974	0.038	18.960	0.223	99.900	99.900
54421.10626	21.398	0.271	20.056	0.036	18.962	0.020	19.597	0.023	18.450	0.012	18.448	0.016	17.662	0.016	18.488	0.047	18.118	0.065
54422.11976	99.900	99.900	20.079	0.050	19.057	0.024	19.736	0.029	18.546	0.013	18.506	0.018	99.900	99.900	99.900	99.900	99.900	99.900
54423.09889	99.900	99.900	20.245	0.065	19.101	0.027	19.839	0.034	18.608	0.014	18.644	0.022	99.900	99.900	99.900	99.900	99.900	99.900
54424.16767	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.733	0.097	18.444	0.150	99.900	99.900
54427.15074	99.900	99.900	20.645	0.195	19.340	0.051	20.053	0.084	18.951	0.030	18.924	0.035	17.966	0.022	18.920	0.043	18.709	0.102
54430.10514	99.900	99.900	20.763	0.176	19.532	0.048	20.235	0.072	19.140	0.026	19.110	0.029	99.900	99.900	99.900	99.900	99.900	99.900
54431.13149	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.170	0.053	19.066	0.187	99.900	99.900
54435.05042	21.845	0.242	20.723	0.044	19.787	0.022	20.355	0.024	19.338	0.015	19.438	0.029	99.900	99.900	99.900	99.900	99.900	99.900
54437.14440	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.560	0.056	99.900	99.900	99.900	99.900
54439.15571	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.651	0.051	99.900	99.900	99.900	99.900
54440.07972	21.859	0.248	20.931	0.050	19.916	0.027	20.420	0.145	19.469	0.018	19.730	0.032	99.900	99.900	99.900	99.900	99.900	99.900
54442.15360	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.922	0.074	99.900	99.900	99.900	99.900
54443.14595	99.900	99.900	20.866	0.077	20.033	0.038	20.525	0.042	19.613	0.030	19.819	0.060	99.900	99.900	99.900	99.900	99.900	99.900
54444.14744	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.809	0.058	99.900	99.900	99.900	99.900
54445.10191	21.901	0.387	20.957	0.059	20.070	0.027	20.626	0.030	19.645	0.019	19.844	0.035	99.900	99.900	99.900	99.900	99.900	99.900
54448.10686	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.223	0.136	99.900	99.900	99.900	99.900
54449.07043	99.900	99.900	21.084	0.090	20.195	0.049	20.674	0.043	19.813	0.032	20.001	0.037	99.900	99.900	99.900	99.900	99.900	99.900
54455.05647	99.900	99.900	21.199	0.218	99.900	99.900	20.739	0.110	19.999	0.059	20.335	0.105	99.900	99.900	99.900	99.900	99.900	99.900
54456.06093	99.900	99.900	20.995	0.216	20.317	0.106	20.751	0.117	19.988	0.061	20.330	0.081	99.900	99.900	99.900	99.900	99.900	99.900
54457.04892	99.900	99.900	20.968	0.174	20.376	0.119	20.739	0.116	19.989	0.056	20.282	0.087	19.617	0.088	21.006	0.229	99.900	99.900
54458.02526	99.900	99.900	99.900	99.900	99.900	99.900	20.896	0.126	20.008	0.049	20.318	0.078	19.644	0.025	21.322	0.191	99.900	99.900
54465.06732	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.743	0.070	99.900	99.900	99.900	99.900
54466.05095	99.900	99.900	21.237	0.070	20.573	0.039	20.893	0.046	20.359	0.034	20.696	0.070	99.900	99.900	99.900	99.900	99.900	99.900
54467.07553	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	20.088	0.064	99.900	99.900	99.900	99.900
54468.05340	99.900	99.900	21.298	0.076	20.568	0.045	20.935	0.045	20.404	0.036	20.662	0.072	99.900	99.900	99.900	99.900	99.900	99.900
54472.02757	99.900	99.900	21.305	0.087	20.615	0.053	20.892	0.172	20.382	0.065	21.009	0.142	99.900	99.900	99.900	99.900	99.900	99.900
54476.05109	99.900	99.900	21.391	0.138	20.745	0.064	21.053	0.058	20.632	0.045	21.139	0.117	99.900	99.900	99.900	99.900	99.900	99.900
