# CSP Optical + NIR data for SN2007jg
# Timestamp:  2011-10-25 15:53:04
# zcmb = 0.036577	  RA = 03:29:50.83	 DEC = +00:03:24.60
#  All magnitudes in the CSP natural system.  99.9 means 'blank'
#       MJD	     u	  +/-	     B	  +/-	     V	  +/-	     g	  +/-	     r	  +/-	     i	  +/-	     Y	  +/-	     J	  +/-	     H	  +/-
54363.30672	18.716	0.026	17.728	0.009	17.631	0.009	17.602	0.007	17.624	0.014	17.988	0.019	17.681	0.017	17.596	0.015	17.888	0.071
54364.33985	18.689	0.027	17.675	0.009	17.583	0.008	17.542	0.007	17.560	0.010	18.014	0.022	99.900	99.900	99.900	99.900	99.900	99.900
54365.36091	18.673	0.024	17.651	0.009	17.544	0.008	17.517	0.005	17.499	0.010	18.030	0.018	17.791	0.042	17.734	0.040	99.900	99.900
54368.32957	99.900	99.900	17.684	0.016	17.511	0.014	17.553	0.011	17.449	0.014	18.120	0.025	99.900	99.900	99.900	99.900	99.900	99.900
54376.29012	19.747	0.049	18.261	0.011	17.814	0.008	17.988	0.006	17.816	0.009	18.687	0.028	99.900	99.900	99.900	99.900	99.900	99.900
54377.27403	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.502	0.038	19.148	0.143	99.900	99.900
54378.35722	19.834	0.086	18.503	0.014	17.962	0.010	18.182	0.009	17.984	0.014	18.816	0.036	99.900	99.900	99.900	99.900	99.900	99.900
54380.34182	20.097	0.073	18.781	0.019	18.110	0.011	18.392	0.010	18.095	0.016	18.904	0.038	99.900	99.900	99.900	99.900	99.900	99.900
54383.26442	20.684	0.139	19.104	0.018	18.311	0.012	18.687	0.010	18.221	0.015	18.898	0.040	99.900	99.900	99.900	99.900	99.900	99.900
54385.35080	21.699	0.426	19.366	0.022	18.403	0.012	18.910	0.012	18.254	0.016	18.921	0.043	99.900	99.900	99.900	99.900	99.900	99.900
54386.34394	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.211	0.039	99.900	99.900	99.900	99.900
54387.31560	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	18.753	0.171	99.900	99.900
54392.33038	99.900	99.900	19.955	0.029	18.825	0.017	19.543	0.019	18.370	0.017	18.647	0.032	99.900	99.900	99.900	99.900	99.900	99.900
54394.26627	99.900	99.900	20.075	0.037	18.982	0.018	19.692	0.021	18.497	0.017	18.644	0.032	99.900	99.900	99.900	99.900	99.900	99.900
54395.31087	99.900	99.900	20.137	0.271	19.088	0.090	19.702	0.053	18.527	0.031	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54396.24338	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.796	0.016	99.900	99.900	18.304	0.154
54397.24264	99.900	99.900	20.239	0.097	19.125	0.031	19.889	0.050	18.679	0.020	18.758	0.028	99.900	99.900	99.900	99.900	99.900	99.900
54399.28942	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	17.916	0.022	99.900	99.900	18.354	0.204
54403.32169	99.900	99.900	20.539	0.108	19.534	0.044	20.177	0.061	19.108	0.025	19.297	0.043	99.900	99.900	99.900	99.900	99.900	99.900
54411.24089	99.900	99.900	20.885	0.064	19.910	0.028	20.559	0.032	19.493	0.033	19.772	0.059	99.900	99.900	99.900	99.900	99.900	99.900
54413.23576	99.900	99.900	20.891	0.074	19.852	0.037	20.655	0.054	19.682	0.047	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900
54417.23275	99.900	99.900	20.954	0.065	20.004	0.033	20.677	0.037	19.738	0.042	20.005	0.079	99.900	99.900	99.900	99.900	99.900	99.900
54421.19161	99.900	99.900	20.985	0.064	20.180	0.036	99.900	99.900	19.877	0.046	20.312	0.108	99.900	99.900	99.900	99.900	99.900	99.900
54422.28097	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	99.900	19.188	0.062	20.050	0.124	19.705	0.187
54423.17377	99.900	99.900	20.840	0.104	20.105	0.063	20.658	0.063	19.865	0.048	20.459	0.123	99.900	99.900	99.900	99.900	99.900	99.900
54425.20951	99.900	99.900	20.914	0.170	20.028	0.089	99.900	99.900	19.915	0.071	20.664	0.172	19.390	0.029	20.358	0.127	19.806	0.154
