# Accumulated photometry of sn2001da
# File created by I.Shivvers on 2015-05-19 14:25
#  from these subfiles: loss.phot.natural.table.txt
# 
# MJD     Mag       Err       LimMag    Passband  Telescope Filename
52103.45  15.53300  0.01100   nan  R         kait2  unk
52103.45  15.68300  0.02100   nan  I         kait2  unk
52103.45  15.72500  0.01000   nan  V         kait2  unk
52103.45  15.89100  0.02200   nan  B         kait2  unk
52104.46  15.48700  0.01200   nan  R         kait2  unk
52104.46  15.62600  0.02100   nan  I         kait2  unk
52104.46  15.62900  0.01300   nan  V         kait2  unk
52104.46  15.72800  0.01900   nan  B         kait2  unk
52105.46  15.41200  0.01000   nan  R         kait2  unk
52105.46  15.57300  0.01400   nan  V         kait2  unk
52105.46  15.64300  0.01300   nan  I         kait2  unk
52105.46  15.69800  0.01600   nan  B         kait2  unk
52106.47  15.39600  0.01400   nan  R         kait2  unk
52106.47  15.54200  0.01100   nan  V         kait2  unk
52106.47  15.64000  0.02100   nan  I         kait2  unk
52106.47  15.67700  0.01500   nan  B         kait2  unk
52107.45  15.39100  0.01300   nan  R         kait2  unk
52107.45  15.52400  0.01400   nan  V         kait2  unk
52107.45  15.65600  0.02400   nan  I         kait2  unk
52107.45  15.69700  0.01200   nan  B         kait2  unk
52108.48  15.34100  0.01300   nan  R         kait2  unk
52108.48  15.49600  0.01000   nan  V         kait2  unk
52108.48  15.65900  0.01500   nan  I         kait2  unk
52108.48  15.78000  0.01500   nan  B         kait2  unk
52109.40  15.37000  0.01400   nan  R         kait2  unk
52109.40  15.51000  0.01200   nan  V         kait2  unk
52109.40  15.68700  0.01600   nan  B         kait2  unk
52109.40  15.72800  0.01800   nan  I         kait2  unk
52110.50  15.29200  0.01900   nan  R         kait2  unk
52110.50  15.45200  0.01700   nan  V         kait2  unk
52110.50  15.71300  0.02200   nan  B         kait2  unk
52111.49  15.37400  0.01200   nan  R         kait2  unk
52111.49  15.52500  0.01000   nan  V         kait2  unk
52111.49  15.71000  0.02500   nan  I         kait2  unk
52111.49  15.84300  0.01800   nan  B         kait2  unk
52113.45  15.43400  0.01600   nan  R         kait2  unk
52113.45  15.53100  0.01300   nan  V         kait2  unk
52113.45  15.78200  0.02100   nan  I         kait2  unk
52113.45  15.98900  0.04800   nan  B         kait2  unk
52115.47  15.54300  0.01600   nan  R         kait2  unk
52115.47  15.61000  0.01200   nan  V         kait2  unk
52115.47  15.85300  0.04700   nan  I         kait2  unk
52115.47  16.13700  0.01900   nan  B         kait2  unk
52117.49  15.70900  0.01100   nan  V         kait2  unk
52117.49  15.71000  0.01400   nan  R         kait2  unk
52117.49  16.05700  0.02200   nan  I         kait2  unk
52117.49  16.33000  0.02200   nan  B         kait2  unk
52119.43  15.87500  0.01600   nan  R         kait2  unk
52119.43  15.87800  0.01400   nan  V         kait2  unk
52119.43  16.09300  0.02900   nan  I         kait2  unk
52119.43  16.48700  0.02400   nan  B         kait2  unk
52121.46  15.94200  0.01100   nan  R         kait2  unk
52121.46  15.99200  0.01200   nan  V         kait2  unk
52121.46  16.07100  0.03000   nan  I         kait2  unk
52121.46  16.80200  0.02500   nan  B         kait2  unk
52123.40  16.02800  0.02200   nan  I         kait2  unk
52123.40  16.03400  0.01600   nan  R         kait2  unk
52123.40  16.13000  0.02200   nan  V         kait2  unk
52123.40  16.95800  0.03900   nan  B         kait2  unk
52131.46  15.90500  0.01800   nan  I         kait2  unk
52131.46  16.10000  0.01700   nan  R         kait2  unk
52131.46  16.52300  0.02000   nan  V         kait2  unk
52131.46  17.85500  0.06400   nan  B         kait2  unk
52133.40  15.92800  0.02700   nan  I         kait2  unk
52133.40  16.21500  0.01600   nan  R         kait2  unk
52133.40  16.68800  0.02100   nan  V         kait2  unk
52133.40  18.04600  0.07000   nan  B         kait2  unk
52135.44  15.96600  0.01900   nan  I         kait2  unk
52135.44  16.31700  0.01500   nan  R         kait2  unk
52135.44  16.85300  0.02500   nan  V         kait2  unk
52135.44  18.01800  0.06600   nan  B         kait2  unk
52139.37  16.33900  0.03000   nan  I         kait2  unk
52139.37  16.67100  0.02000   nan  R         kait2  unk
52139.37  17.17700  0.03300   nan  V         kait2  unk
52139.37  18.36000  0.09900   nan  B         kait2  unk
