"name"	"SN1993Z"
"claimedtype"	"Ia"
"discoverer"	"Treffers et al."
"galdec"	"+070219"
"galra"	"091020"
"host"	"NGC2775"
"hvel"	"1354"
"redshift"	"0.00453"
"sndec"	"+070140.13"
"snra"	"091019.58"
"photometry"	"MJD"	"49253.52"	"band"	"R"	"instrument"	""	"abmag"	"13.8700"	"aberr"	"0.0700"	"upperlimit"	"0"
"photometry"	"MJD"	"49254.52"	"band"	"R"	"instrument"	""	"abmag"	"13.9600"	"aberr"	"0.0800"	"upperlimit"	"0"
"photometry"	"MJD"	"49256.53"	"band"	"R"	"instrument"	""	"abmag"	"13.9400"	"aberr"	"0.0800"	"upperlimit"	"0"
"photometry"	"MJD"	"49282.45"	"band"	"R"	"instrument"	""	"abmag"	"15.2700"	"aberr"	"0.1700"	"upperlimit"	"0"
"photometry"	"MJD"	"49285.44"	"band"	"R"	"instrument"	""	"abmag"	"15.3100"	"aberr"	"0.1700"	"upperlimit"	"0"
"photometry"	"MJD"	"49288.45"	"band"	"R"	"instrument"	""	"abmag"	"15.4000"	"aberr"	"0.1800"	"upperlimit"	"0"
"photometry"	"MJD"	"49295.42"	"band"	"R"	"instrument"	""	"abmag"	"15.6800"	"aberr"	"0.2000"	"upperlimit"	"0"
"photometry"	"MJD"	"49306.57"	"band"	"I"	"instrument"	""	"abmag"	"15.7900"	"aberr"	"0.0100"	"upperlimit"	"0"
"photometry"	"MJD"	"49307.39"	"band"	"R"	"instrument"	""	"abmag"	"16.0600"	"aberr"	"0.2400"	"upperlimit"	"0"
"photometry"	"MJD"	"49307.57"	"band"	"B"	"instrument"	""	"abmag"	"17.0200"	"aberr"	"0.0200"	"upperlimit"	"0"
"photometry"	"MJD"	"49310.48"	"band"	"R"	"instrument"	""	"abmag"	"16.3400"	"aberr"	"0.2600"	"upperlimit"	"0"
"photometry"	"MJD"	"49314.46"	"band"	"R"	"instrument"	""	"abmag"	"16.5000"	"aberr"	"0.2800"	"upperlimit"	"0"
"photometry"	"MJD"	"49317.38"	"band"	"R"	"instrument"	""	"abmag"	"16.3100"	"aberr"	"0.2600"	"upperlimit"	"0"
"photometry"	"MJD"	"49322.36"	"band"	"R"	"instrument"	""	"abmag"	"16.5700"	"aberr"	"0.2800"	"upperlimit"	"0"
"photometry"	"MJD"	"49337.52"	"band"	"I"	"instrument"	""	"abmag"	"16.9100"	"aberr"	"0.0400"	"upperlimit"	"0"
"photometry"	"MJD"	"49337.52"	"band"	"B"	"instrument"	""	"abmag"	"17.5200"	"aberr"	"0.0200"	"upperlimit"	"0"
