"name"	"SN1995AL"
"photometry"	"MJD"	"50025.00"	"B"	""	"13.45"	"0.04"	"0"
"photometry"	"MJD"	"50025.00"	"V"	""	"13.41"	"0.04"	"0"
"photometry"	"MJD"	"50025.00"	"R"	""	"13.36"	"0.04"	"0"
"photometry"	"MJD"	"50025.00"	"I"	""	"13.53"	"0.04"	"0"
"photometry"	"MJD"	"50030.00"	"B"	""	"13.36"	"0.04"	"0"
"photometry"	"MJD"	"50030.00"	"V"	""	"13.25"	"0.04"	"0"
"photometry"	"MJD"	"50030.00"	"R"	""	"13.21"	"0.04"	"0"
"photometry"	"MJD"	"50030.00"	"I"	""	"13.55"	"0.04"	"0"
"photometry"	"MJD"	"50031.00"	"B"	""	"13.44"	"0.06"	"0"
"photometry"	"MJD"	"50031.00"	"V"	""	"13.26"	"0.06"	"0"
"photometry"	"MJD"	"50031.00"	"R"	""	"13.28"	"0.06"	"0"
"photometry"	"MJD"	"50031.00"	"I"	""	"13.61"	"0.06"	"0"
"photometry"	"MJD"	"50032.00"	"B"	""	"13.42"	"0.04"	"0"
"photometry"	"MJD"	"50032.00"	"V"	""	"13.26"	"0.04"	"0"
"photometry"	"MJD"	"50032.00"	"R"	""	"13.23"	"0.04"	"0"
"photometry"	"MJD"	"50032.00"	"I"	""	"13.62"	"0.04"	"0"
"photometry"	"MJD"	"50034.90"	"B"	""	"13.57"	"0.03"	"0"
"photometry"	"MJD"	"50034.90"	"V"	""	"13.28"	"0.05"	"0"
"photometry"	"MJD"	"50034.90"	"R"	""	"13.33"	"0.05"	"0"
"photometry"	"MJD"	"50034.90"	"I"	""	"13.62"	"0.05"	"0"
"photometry"	"MJD"	"50035.00"	"B"	""	"13.56"	"0.06"	"0"
"photometry"	"MJD"	"50035.00"	"V"	""	"13.30"	"0.06"	"0"
"photometry"	"MJD"	"50035.00"	"R"	""	"13.35"	"0.06"	"0"
"photometry"	"MJD"	"50035.00"	"I"	""	"13.72"	"0.06"	"0"
"photometry"	"MJD"	"50037.00"	"B"	""	"13.64"	"0.06"	"0"
"photometry"	"MJD"	"50037.00"	"V"	""	"13.33"	"0.06"	"0"
"photometry"	"MJD"	"50037.00"	"R"	""	"13.45"	"0.04"	"0"
"photometry"	"MJD"	"50037.00"	"I"	""	"13.83"	"0.04"	"0"
"photometry"	"MJD"	"50037.00"	"B"	""	"13.64"	"0.06"	"0"
"photometry"	"MJD"	"50037.00"	"V"	""	"13.36"	"0.05"	"0"
"photometry"	"MJD"	"50037.00"	"R"	""	"13.45"	"0.04"	"0"
"photometry"	"MJD"	"50037.00"	"I"	""	"13.83"	"0.04"	"0"
"photometry"	"MJD"	"50038.00"	"B"	""	"13.73"	"0.04"	"0"
"photometry"	"MJD"	"50038.00"	"V"	""	"13.41"	"0.04"	"0"
"photometry"	"MJD"	"50038.00"	"R"	""	"13.52"	"0.04"	"0"
"photometry"	"MJD"	"50038.00"	"I"	""	"13.88"	"0.04"	"0"
"photometry"	"MJD"	"50039.90"	"B"	""	"13.87"	"0.03"	"0"
"photometry"	"MJD"	"50039.90"	"V"	""	"13.50"	"0.05"	"0"
"photometry"	"MJD"	"50039.90"	"R"	""	"13.58"	"0.05"	"0"
"photometry"	"MJD"	"50039.90"	"I"	""	"13.90"	"0.05"	"0"
"photometry"	"MJD"	"50042.00"	"B"	""	"14.05"	"0.03"	"0"
"photometry"	"MJD"	"50042.00"	"V"	""	"13.65"	"0.05"	"0"
"photometry"	"MJD"	"50042.00"	"R"	""	"13.72"	"0.05"	"0"
"photometry"	"MJD"	"50042.00"	"I"	""	"14.04"	"0.05"	"0"
"photometry"	"MJD"	"50045.00"	"B"	""	"14.34"	"0.04"	"0"
"photometry"	"MJD"	"50045.00"	"V"	""	"13.80"	"0.04"	"0"
"photometry"	"MJD"	"50045.00"	"R"	""	"13.90"	"0.04"	"0"
"photometry"	"MJD"	"50045.00"	"I"	""	"14.12"	"0.04"	"0"
