"name"	"SN1997E"
"claimedtype"	"Ia"
"discoverer"	"Kushida"
"galdec"	"+742855"
"galra"	"064746"
"host"	"NGC2258"
"hvel"	"3966"
"redshift"	"0.0133"
"sndec"	"+742951.0"
"snra"	"064738.10"
"photometry"	"MJD"	"50464.42"	"band"	"B"	"instrument"	""	"abmag"	"15.694"	"aberr"	"0.017"	"upperlimit"	"0"
"photometry"	"MJD"	"50464.42"	"band"	"V"	"instrument"	""	"abmag"	"15.598"	"aberr"	"0.011"	"upperlimit"	"0"
"photometry"	"MJD"	"50464.42"	"band"	"R"	"instrument"	""	"abmag"	"15.377"	"aberr"	"0.015"	"upperlimit"	"0"
"photometry"	"MJD"	"50465.19"	"band"	"U"	"instrument"	""	"abmag"	"15.441"	"aberr"	"0.038"	"upperlimit"	"0"
"photometry"	"MJD"	"50465.19"	"band"	"B"	"instrument"	""	"abmag"	"15.667"	"aberr"	"0.015"	"upperlimit"	"0"
"photometry"	"MJD"	"50465.19"	"band"	"V"	"instrument"	""	"abmag"	"15.544"	"aberr"	"0.010"	"upperlimit"	"0"
"photometry"	"MJD"	"50465.19"	"band"	"R"	"instrument"	""	"abmag"	"15.357"	"aberr"	"0.013"	"upperlimit"	"0"
"photometry"	"MJD"	"50465.19"	"band"	"I"	"instrument"	""	"abmag"	"15.423"	"aberr"	"0.014"	"upperlimit"	"0"
"photometry"	"MJD"	"50466.28"	"band"	"U"	"instrument"	""	"abmag"	"15.414"	"aberr"	"0.036"	"upperlimit"	"0"
"photometry"	"MJD"	"50466.28"	"band"	"B"	"instrument"	""	"abmag"	"15.656"	"aberr"	"0.013"	"upperlimit"	"0"
"photometry"	"MJD"	"50466.28"	"band"	"V"	"instrument"	""	"abmag"	"15.502"	"aberr"	"0.008"	"upperlimit"	"0"
"photometry"	"MJD"	"50466.28"	"band"	"R"	"instrument"	""	"abmag"	"15.323"	"aberr"	"0.011"	"upperlimit"	"0"
"photometry"	"MJD"	"50466.28"	"band"	"I"	"instrument"	""	"abmag"	"15.468"	"aberr"	"0.011"	"upperlimit"	"0"
"photometry"	"MJD"	"50468.16"	"band"	"U"	"instrument"	""	"abmag"	"15.500"	"aberr"	"0.037"	"upperlimit"	"0"
"photometry"	"MJD"	"50468.16"	"band"	"B"	"instrument"	""	"abmag"	"15.620"	"aberr"	"0.014"	"upperlimit"	"0"
"photometry"	"MJD"	"50468.16"	"band"	"V"	"instrument"	""	"abmag"	"15.492"	"aberr"	"0.010"	"upperlimit"	"0"
"photometry"	"MJD"	"50468.16"	"band"	"R"	"instrument"	""	"abmag"	"15.322"	"aberr"	"0.012"	"upperlimit"	"0"
"photometry"	"MJD"	"50468.16"	"band"	"I"	"instrument"	""	"abmag"	"15.480"	"aberr"	"0.013"	"upperlimit"	"0"
"photometry"	"MJD"	"50472.16"	"band"	"U"	"instrument"	""	"abmag"	"15.789"	"aberr"	"0.037"	"upperlimit"	"0"
"photometry"	"MJD"	"50472.16"	"band"	"B"	"instrument"	""	"abmag"	"15.779"	"aberr"	"0.013"	"upperlimit"	"0"
"photometry"	"MJD"	"50472.16"	"band"	"V"	"instrument"	""	"abmag"	"15.491"	"aberr"	"0.008"	"upperlimit"	"0"
"photometry"	"MJD"	"50472.16"	"band"	"R"	"instrument"	""	"abmag"	"15.323"	"aberr"	"0.013"	"upperlimit"	"0"
"photometry"	"MJD"	"50472.16"	"band"	"I"	"instrument"	""	"abmag"	"15.638"	"aberr"	"0.012"	"upperlimit"	"0"
"photometry"	"MJD"	"50476.39"	"band"	"U"	"instrument"	""	"abmag"	"16.330"	"aberr"	"0.061"	"upperlimit"	"0"
"photometry"	"MJD"	"50476.39"	"band"	"B"	"instrument"	""	"abmag"	"16.166"	"aberr"	"0.032"	"upperlimit"	"0"
"photometry"	"MJD"	"50476.39"	"band"	"V"	"instrument"	""	"abmag"	"15.741"	"aberr"	"0.023"	"upperlimit"	"0"
