"name"	"SN1993A"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"M.Hamuy, PhD Thesis, 2001"	"alias"	"2"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"3"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iauc/05600/05693.html'>IAUC 5693</a>"	"alias"	"4"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"5"
"aliases"	"SN1993A"
"claimedtype"	"unk"
"discoverday"	"16"
"discoverer"	"Marina Wischnjewsky"
"discovermonth"	"1"
"discoveryear"	"1993"
"galdec"	"-6203"
"galra"	"073918"
"host"	"A073918-6203"
"hvel"	"8400"
"maxday"	"16"
"maxmonth"	"1"
"maxyear"	"1993"
"redshift"	"0.0284"
"sndec"	"-61:56:11.0"
"snra"	"07:38:38.4"
"photometry"	"timeunit"	"MJD"	"time"	"49003.5"	"abmag"	"18.5"	"source"	"4,3"
"photometry"	"timeunit"	"MJD"	"time"	"49007.24"	"band"	"V"	"abmag"	"19.49"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49010.24"	"band"	"B"	"abmag"	"19.92"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49010.24"	"band"	"I"	"abmag"	"19"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49010.24"	"band"	"V"	"abmag"	"19.49"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49012.23"	"band"	"B"	"abmag"	"19.91"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49012.23"	"band"	"I"	"abmag"	"18.96"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49012.23"	"band"	"V"	"abmag"	"19.5"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49013.26"	"band"	"B"	"abmag"	"19.96"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49013.26"	"band"	"I"	"abmag"	"18.85"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49013.26"	"band"	"V"	"abmag"	"19.45"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49016.26"	"band"	"B"	"abmag"	"20.14"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49016.26"	"band"	"I"	"abmag"	"19"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49016.26"	"band"	"V"	"abmag"	"19.46"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49017.18"	"band"	"B"	"abmag"	"20.09"	"source"	"1,2"
