"name"	"SN1998ae"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iauc/06800/06861.html'>IAUC 6861</a>"	"alias"	"2"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"3"
"aliases"	"SN1998ae"
"discoverday"	"24"
"discoverer"	"High Z Supernova Search"
"discovermonth"	"3"
"discoveryear"	"1998"
"galdec"	"-043851"
"galra"	"093047"
"host"	"A093047-0438"
"hvel"	"189000"
"maxday"	"24"
"maxmonth"	"3"
"maxyear"	"1998"
"redshift"	"1.1"
"sndec"	"-04:38:51.0"
"snra"	"09:30:47.53"
"photometry"	"timeunit"	"MJD"	"time"	"50896.5"	"abmag"	"23.9"	"source"	"2,1"
