"name"	"SN2003iv"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"M.Hicken et al., 2009, astro-ph/0901.4787"	"alias"	"2"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"3"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iauc/08200/08226.html#Item1'>IAUC 8226</a>"	"alias"	"4"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"5"
"aliases"	"SN2003iv"
"claimedtype"	"Ia"
"discoverday"	"16"
"discoverer"	"LOTOSS"
"discovermonth"	"10"
"discoveryear"	"2003"
"galdec"	"+125038"
"galra"	"025009"
"host"	"MCG +2-8-14"
"hvel"	"10224"
"maxday"	"16"
"maxmonth"	"10"
"maxyear"	"2003"
"redshift"	"0.034"
"sndec"	"+12:50:46.5"
"snra"	"02:50:07.25"
"photometry"	"timeunit"	"MJD"	"time"	"52928.5"	"abmag"	"17.1"	"source"	"4,3"
"photometry"	"timeunit"	"MJD"	"time"	"52932.84245"	"band"	"V"	"abmag"	"17.481"	"aberr"	"0.02"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52932.84493"	"band"	"R"	"abmag"	"17.325"	"aberr"	"0.023"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52932.84671"	"band"	"I"	"abmag"	"17.52"	"aberr"	"0.029"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52932.84859"	"band"	"B"	"abmag"	"17.51"	"aberr"	"0.018"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52932.85178"	"band"	"U"	"abmag"	"17.349"	"aberr"	"0.133"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52934.88301"	"band"	"V"	"abmag"	"17.414"	"aberr"	"0.016"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52934.8855"	"band"	"R"	"abmag"	"17.274"	"aberr"	"0.018"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52934.88729"	"band"	"I"	"abmag"	"17.59"	"aberr"	"0.03"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52934.88916"	"band"	"B"	"abmag"	"17.544"	"aberr"	"0.018"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52934.89237"	"band"	"U"	"abmag"	"17.479"	"aberr"	"0.108"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52939.83638"	"band"	"V"	"abmag"	"17.566"	"aberr"	"0.022"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52939.83884"	"band"	"R"	"abmag"	"17.448"	"aberr"	"0.02"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52939.84064"	"band"	"I"	"abmag"	"17.911"	"aberr"	"0.042"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52939.84248"	"band"	"B"	"abmag"	"17.89"	"aberr"	"0.02"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52939.84569"	"band"	"U"	"abmag"	"17.951"	"aberr"	"0.096"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52963.7456"	"band"	"V"	"abmag"	"19.438"	"aberr"	"0.057"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52963.74809"	"band"	"R"	"abmag"	"18.82"	"aberr"	"0.036"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52963.74988"	"band"	"I"	"abmag"	"18.589"	"aberr"	"0.043"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52963.75174"	"band"	"B"	"abmag"	"20.617"	"aberr"	"0.079"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52963.75494"	"band"	"U"	"abmag"	"20.72"	"aberr"	"0.292"	"source"	"1,2"
