"name"	"ASASSN-15da"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.astronomerstelegram.org/?read=7061'>ATEL 7061</a>"	"alias"	"2"
"source"	"name"	"Kunihiro Shima"	"alias"	"3"
"aliases"	"ASASSN-15da"
"claimedtype"	"Ia"
"discoverday"	"13"
"discoverer"	"All Sky Automated Survey for SuperNovae (ASAS-SN)"
"discovermonth"	"2"
"discoveryear"	"2015"
"maxday"	"13"
"maxmonth"	"2"
"maxyear"	"2015"
"redshift"	"0.048"
"sndec"	"-24:42:08.4"
"snra"	"05:23:51.88"
"photometry"	"timeunit"	"MJD"	"time"	"57066.5"	"abmag"	"16.2"	"source"	"2,1"
"photometry"	"timeunit"	"MJD"	"time"	"57067.4701"	"band"	"U"	"abmag"	"16.2"	"source"	"3,1"
