"name"	"SN1999eq"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iauc/07200/07297.html#Item1'>IAUC 7297</a>"	"alias"	"2"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"3"
"aliases"	"SN1999eq"
"claimedtype"	"II"
"discoverday"	"2"
"discoverer"	"Nearby Galaxy Supernova Search"
"discovermonth"	"10"
"discoveryear"	"1999"
"galdec"	"-033619"
"galra"	"011922"
"host"	"A011922-0336"
"hvel"	"15000"
"maxday"	"2"
"maxmonth"	"10"
"maxyear"	"1999"
"redshift"	"0.05"
"sndec"	"-03:36:19.8"
"snra"	"01:19:22.70"
"photometry"	"timeunit"	"MJD"	"time"	"51453.5"	"abmag"	"19.0"	"source"	"2,1"
