"name"	"SN2007gj"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/cbet/001000/CBET001022.txt'>CBET 1022</a>"	"alias"	"2"
"source"	"name"	"MLF"	"alias"	"3"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"4"
"aliases"	"SN2007gj"
"discoverday"	"3"
"discoverer"	"Berto Monard"
"discovermonth"	"8"
"discoveryear"	"2007"
"galdec"	"-374909"
"galra"	"021937"
"host"	"ESO 298-G28"
"hvel"	"5061"
"maxday"	"3"
"maxmonth"	"8"
"maxyear"	"2007"
"redshift"	"0.0169"
"sndec"	"-37:48:44.2"
"snra"	"02:19:33.85"
"photometry"	"timeunit"	"MJD"	"time"	"54315.5"	"abmag"	"14.8"	"source"	"2,1"
"photometry"	"timeunit"	"MJD"	"time"	"54325.16"	"band"	"CR"	"abmag"	"14.8"	"source"	"3,1"
