"name"	"SN2010ll"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iau/cbet/002600/CBET002602.txt'>CBET 2602</a>"	"alias"	"2"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"3"
"aliases"	"SN2010ll"
"claimedtype"	"Ia"
"discoverday"	"9"
"discoverer"	"CRTS"
"discovermonth"	"12"
"discoveryear"	"2010"
"galdec"	"-104417"
"galra"	"045029"
"host"	"A045029-1044"
"hvel"	"19800"
"maxday"	"9"
"maxmonth"	"12"
"maxyear"	"2010"
"redshift"	"0.066"
"sndec"	"-10:44:17.0"
"snra"	"04:50:29.81"
"photometry"	"timeunit"	"MJD"	"time"	"55539.5"	"abmag"	"18.1"	"source"	"2,1"
