"name"	"SN2008ee"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/cbet/001400/CBET001440.txt'>CBET 1440</a>"	"alias"	"2"
"source"	"name"	"Stan Howerton"	"alias"	"3"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"4"
"aliases"	"SN2008ee"
"claimedtype"	"Ia"
"discoverday"	"27"
"discoverer"	"LOSS"
"discovermonth"	"7"
"discoveryear"	"2008"
"galdec"	"-014616"
"galra"	"005633"
"host"	"NGC 307"
"hvel"	"4002"
"maxday"	"29"
"maxmonth"	"6"
"maxyear"	"2009"
"redshift"	"0.0134"
"sndec"	"-01:46:16.0"
"snra"	"00:56:32.96"
"photometry"	"timeunit"	"MJD"	"time"	"54674.841"	"band"	"C"	"abmag"	"15.8"	"source"	"3,1"
"photometry"	"timeunit"	"MJD"	"time"	"55011.5"	"abmag"	"14.6"	"source"	"2,1"
