"name"	"SN1999by"
"source"	"name"	"<a href='https://www.cfa.harvard.edu/supernova/SNarchive.html'>CfA Supernova Archive</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2004ApJ...613.1120G'>2004ApJ...613.1120G</a>"	"alias"	"2"
"source"	"name"	"<a href='http://heracles.astro.berkeley.edu/sndb/info'>UCB Filippenko Group's Supernova Database (SNDB)</a>"	"alias"	"3"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"4"	"secondary"	"1"
"source"	"name"	"VSNET 2001"	"alias"	"5"
"source"	"name"	"P.M.Garnavich et al., 2001, astro-ph/0105490"	"alias"	"6"
"source"	"name"	"I.Toth, R.Szabo, 2000, A&A, 361, 63"	"alias"	"7"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"8"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iauc/07100/07156.html#Item1'>IAUC 7156</a>"	"alias"	"9"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"10"
"aliases"	"SN1999by"
"claimedtype"	"Ia-pec"
"discoverday"	"8"
"discoverer"	"Ron Arbour,"
"discovermonth"	"5"
"discoveryear"	"1999"
"galdec"	"+505837"
"galra"	"092202"
"host"	"NGC 2841"
"hvel"	"638"
"maxday"	"8"
"maxmonth"	"5"
"maxyear"	"1999"
"redshift"	"0.036"
"sndec"	"+51:00:06.6"
"snra"	"09:21:52.07"
"photometry"	"timeunit"	"MJD"	"time"	"51306.5"	"abmag"	"13.2"	"source"	"9,8"
"photometry"	"timeunit"	"MJD"	"time"	"51296.87"	"band"	"C"	"abmag"	"16.3"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51298.2"	"band"	"C"	"abmag"	"15.9"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51298.82"	"band"	"C"	"abmag"	"15.5"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51298.87"	"band"	"C"	"abmag"	"15.1"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51299.1"	"band"	"C"	"abmag"	"15.3"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51299.19"	"band"	"C"	"abmag"	"15"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51299.3"	"band"	"H"	"abmag"	"14.65"	"aberr"	"0.09"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51299.88"	"band"	"C"	"abmag"	"14.5"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51300.04"	"band"	"C"	"abmag"	"14.2"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51300.17"	"band"	"I"	"instrument"	"kait2"	"abmag"	"14.38500"	"aberr"	"0.01800"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51300.17"	"band"	"R"	"instrument"	"kait2"	"abmag"	"14.48600"	"aberr"	"0.01100"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51300.17"	"band"	"V"	"instrument"	"kait2"	"abmag"	"14.63700"	"aberr"	"0.02100"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51300.17"	"band"	"B"	"instrument"	"kait2"	"abmag"	"14.92900"	"aberr"	"0.01100"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51300.2"	"band"	"B"	"abmag"	"14.97"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51300.2"	"band"	"C"	"abmag"	"14.8"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51300.2"	"band"	"I"	"abmag"	"14.38"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51300.2"	"band"	"R"	"abmag"	"14.52"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51300.2"	"band"	"V"	"abmag"	"14.63"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51300.54"	"band"	"C"	"abmag"	"14.23"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51300.87"	"band"	"B"	"abmag"	"14.69"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51300.87"	"band"	"I"	"abmag"	"14.31"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51300.87"	"band"	"V"	"abmag"	"14.42"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51301.13"	"band"	"J"	"abmag"	"14.16"	"aberr"	"0.05"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51301.13"	"band"	"H"	"abmag"	"14.16"	"aberr"	"0.09"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51301.13"	"band"	"K"	"abmag"	"14.20"	"aberr"	"0.08"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51301.82"	"band"	"C"	"abmag"	"13.8"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51301.84"	"band"	"C"	"abmag"	"13.6"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51301.88"	"band"	"C"	"abmag"	"14.3"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51301.91"	"band"	"C"	"abmag"	"14.15"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51301.95"	"band"	"C"	"abmag"	"14.3"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51301.95"	"band"	"C"	"abmag"	"14.08"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51301.98"	"band"	"C"	"abmag"	"14.5"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51302.06"	"band"	"V"	"abmag"	"14"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51302.13"	"band"	"C"	"abmag"	"14.4"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51302.2"	"band"	"C"	"abmag"	"14"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51302.86"	"band"	"C"	"abmag"	"13.5"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51302.87"	"band"	"C"	"abmag"	"13.8"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51302.95"	"band"	"C"	"abmag"	"14.1"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51303.13"	"band"	"J"	"abmag"	"13.44"	"aberr"	"0.03"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51303.13"	"band"	"H"	"abmag"	"13.33"	"aberr"	"0.07"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51303.18"	"band"	"I"	"instrument"	"kait2"	"abmag"	"13.54000"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51303.18"	"band"	"R"	"instrument"	"kait2"	"abmag"	"13.63600"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51303.18"	"band"	"V"	"instrument"	"kait2"	"abmag"	"13.82300"	"aberr"	"0.01100"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51303.18"	"band"	"B"	"instrument"	"kait2"	"abmag"	"14.07200"	"aberr"	"0.01000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51303.2"	"band"	"C"	"abmag"	"13.6"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51303.48"	"band"	"C"	"abmag"	"14.3"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51303.82"	"band"	"B"	"abmag"	"14.03"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51303.82"	"band"	"I"	"abmag"	"13.43"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51303.82"	"band"	"R"	"abmag"	"13.52"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51303.82"	"band"	"V"	"abmag"	"13.71"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51303.87"	"band"	"C"	"abmag"	"13.7"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51303.88"	"band"	"C"	"abmag"	"13.6"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51303.9"	"band"	"C"	"abmag"	"13.4"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51303.97"	"band"	"C"	"abmag"	"13.7"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51303.97"	"band"	"C"	"abmag"	"13.5"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51303.98"	"band"	"C"	"abmag"	"14.1"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51303.98"	"band"	"C"	"abmag"	"14"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51304.17"	"band"	"U"	"abmag"	"13.96"	"aberr"	"0.02"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51304.17"	"band"	"B"	"abmag"	"13.95"	"aberr"	"0.02"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51304.17"	"band"	"V"	"abmag"	"13.64"	"aberr"	"0.02"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51304.17"	"band"	"R"	"abmag"	"13.49"	"aberr"	"0.02"	"source"	"1,2"
