"name"	"SN1998bc"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iauc/06800/06881.html'>IAUC 6881</a>"	"alias"	"2"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"3"
"aliases"	"SN1998bc"
"claimedtype"	"Ia"
"discoverday"	"21"
"discoverer"	"Supernova Cosmology Project"
"discovermonth"	"3"
"discoveryear"	"1998"
"galdec"	"+022352"
"galra"	"134510"
"host"	"A134510+0223"
"hvel"	"97200"
"maxday"	"21"
"maxmonth"	"3"
"maxyear"	"1998"
"redshift"	"0.4"
"sndec"	"+02:23:52.4"
"snra"	"13:45:10.14"
"photometry"	"timeunit"	"MJD"	"time"	"50893.5"	"abmag"	"22.1"	"source"	"2,1"
