"name"	"SN2008ax"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2014ApJS..213...19B'>Bianco et al. 2014</a>"	"alias"	"1"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"2"	"secondary"	"1"
"source"	"name"	"Pastorello et al., 2011, MNRAS, 389, 955, table 2; from VizieR On-line Data Catalog."	"alias"	"3"
"source"	"name"	"Pastorello et al., 2011, MNRAS, 389, 955, table 1; from VizieR On-line Data Catalog."	"alias"	"4"
"source"	"name"	"D.Yu.Tsvetkov, I.M.Volkov, P.V.Baklanov, S.I.Blinnikov, O.Tuchin, 2009, Peremennye Zvezdy (Variable Stars), 29, No. 2"	"alias"	"5"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"6"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/cbet/001200/CBET001280.txt'>CBET 1280</a>"	"alias"	"7"
"source"	"name"	"Stan Howerton"	"alias"	"8"
"source"	"name"	"L. Franco"	"alias"	"9"
"source"	"name"	"MSe"	"alias"	"10"
"source"	"name"	"LLA"	"alias"	"11"
"source"	"name"	"Nic"	"alias"	"12"
"source"	"name"	"Stan Howerton</div> <div></div> <div>No luc="	"alias"	"13"
"source"	"name"	"RNa"	"alias"	"14"
"source"	"name"	"RomasEugene"	"alias"	"15"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"16"
"aliases"	"SN2008ax,CSS080403:123041+413816"
"claimedtype"	"Ib"
"discoverday"	"5"
"discoverer"	"LOSS"
"discovermonth"	"3"
"discoveryear"	"2008"
"galdec"	"+413838"
"galra"	"123036"
"host"	"NGC 4490"
"hvel"	"579"
"maxday"	"26"
"maxmonth"	"3"
"maxyear"	"2008"
"redshift"	"0.0019"
"sndec"	"+41:38:14.5"
"snra"	"12:30:40.80"
"photometry"	"timeunit"	"MJD"	"time"	"54530.282"	"band"	"C"	"abmag"	"16.2"	"source"	"8,6"
"photometry"	"timeunit"	"MJD"	"time"	"54536.991"	"band"	"C"	"abmag"	"14.3"	"source"	"9,6"
"photometry"	"timeunit"	"MJD"	"time"	"54537.889"	"band"	"CR"	"abmag"	"14.0"	"source"	"10,6"
"photometry"	"timeunit"	"MJD"	"time"	"54537.952"	"band"	"CR"	"abmag"	"14.38"	"source"	"6"
"photometry"	"timeunit"	"MJD"	"time"	"54544.797"	"band"	"CR"	"abmag"	"13.5"	"source"	"11,6"
"photometry"	"timeunit"	"MJD"	"time"	"54544.801"	"band"	"CR"	"abmag"	"13.50"	"source"	"11,6"
"photometry"	"timeunit"	"MJD"	"time"	"54545.918"	"band"	"CR"	"abmag"	"13.7"	"source"	"12,6"
"photometry"	"timeunit"	"MJD"	"time"	"54550.966"	"band"	"CR"	"abmag"	"13.4"	"source"	"12,6"
"photometry"	"timeunit"	"MJD"	"time"	"54551.5"	"abmag"	"13.4"	"source"	"7,6"
"photometry"	"timeunit"	"MJD"	"time"	"54552.888"	"band"	"CR"	"abmag"	"13.4"	"source"	"12,6"
"photometry"	"timeunit"	"MJD"	"time"	"54553.862"	"band"	"CR"	"abmag"	"13.4"	"source"	"10,6"
"photometry"	"timeunit"	"MJD"	"time"	"54556.248"	"band"	"C"	"abmag"	"14.3"	"source"	"8,6"
"photometry"	"timeunit"	"MJD"	"time"	"54560.893"	"band"	"CR"	"abmag"	"13.93"	"source"	"6"
"photometry"	"timeunit"	"MJD"	"time"	"54560.91"	"band"	"CR"	"abmag"	"13.9"	"source"	"11,6"
"photometry"	"timeunit"	"MJD"	"time"	"54560.911"	"band"	"CR"	"abmag"	"13.9"	"source"	"11,6"
"photometry"	"timeunit"	"MJD"	"time"	"54560.918"	"band"	"V"	"abmag"	"14.1"	"source"	"11,6"
"photometry"	"timeunit"	"MJD"	"time"	"54560.92"	"band"	"R"	"abmag"	"13.8"	"source"	"11,6"
"photometry"	"timeunit"	"MJD"	"time"	"54560.945"	"band"	"R"	"abmag"	"13.85"	"aberr"	"1"	"source"	"14,6"
"photometry"	"timeunit"	"MJD"	"time"	"54560.95"	"band"	"B"	"abmag"	"15.48"	"aberr"	"1"	"source"	"14,6"
"photometry"	"timeunit"	"MJD"	"time"	"54560.954"	"band"	"V"	"abmag"	"14.41"	"aberr"	"1"	"source"	"14,6"
"photometry"	"timeunit"	"MJD"	"time"	"54563.834"	"band"	"CR"	"abmag"	"13.9"	"source"	"10,6"
"photometry"	"timeunit"	"MJD"	"time"	"54565.9"	"band"	"R"	"abmag"	"14.01"	"source"	"15,6"
"photometry"	"timeunit"	"MJD"	"time"	"54569.857"	"band"	"CR"	"abmag"	"14.4"	"source"	"12,6"
"photometry"	"timeunit"	"MJD"	"time"	"54570.854"	"band"	"CR"	"abmag"	"14.3"	"source"	"12,6"
"photometry"	"timeunit"	"MJD"	"time"	"54571.829"	"band"	"CR"	"abmag"	"14.4"	"source"	"11,6"
"photometry"	"timeunit"	"MJD"	"time"	"54571.831"	"band"	"R"	"abmag"	"14.3"	"source"	"11,6"
"photometry"	"timeunit"	"MJD"	"time"	"54571.833"	"band"	"V"	"abmag"	"14.5"	"source"	"11,6"
"photometry"	"timeunit"	"MJD"	"time"	"54586.975"	"band"	"CR"	"abmag"	"14.7"	"source"	"12,6"
"photometry"	"timeunit"	"MJD"	"time"	"54587.839"	"band"	"CR"	"abmag"	"14.9"	"source"	"11,6"
"photometry"	"timeunit"	"MJD"	"time"	"54587.844"	"band"	"R"	"abmag"	"14.8"	"source"	"11,6"
"photometry"	"timeunit"	"MJD"	"time"	"54592.876"	"band"	"R"	"abmag"	"14.9"	"source"	"10,6"
"photometry"	"timeunit"	"MJD"	"time"	"54592.883"	"band"	"V"	"abmag"	"14.3"	"source"	"10,6"
"photometry"	"timeunit"	"MJD"	"time"	"54592.894"	"band"	"B"	"abmag"	"16.3"	"source"	"10,6"
"photometry"	"timeunit"	"MJD"	"time"	"54599.886"	"band"	"CR"	"abmag"	"15.1"	"source"	"12,6"
"photometry"	"timeunit"	"MJD"	"time"	"54619.897"	"band"	"CR"	"abmag"	"15.2"	"source"	"12,6"
"photometry"	"timeunit"	"MJD"	"time"	"54620.92"	"band"	"CR"	"abmag"	"15.44"	"source"	"6"
"photometry"	"timeunit"	"MJD"	"time"	"54631.887"	"band"	"CR"	"abmag"	"15.4"	"source"	"12,6"
