"name"	"SN2000ce"
"source"	"name"	"<a href='https://www.cfa.harvard.edu/supernova/SNarchive.html'>CfA Supernova Archive</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2006AJ....131..527J'>2006AJ....131..527J</a>"	"alias"	"2"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"3"	"secondary"	"1"
"source"	"name"	"VSNET 2001"	"alias"	"4"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2005astro.ph..9234J'>2005astro.ph..9234J</a>"	"alias"	"5"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2001AJ....122.1616K'>2001AJ....122.1616K</a>"	"alias"	"6"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"7"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iauc/07400/07417.html#Item1'>IAUC 7417</a>"	"alias"	"8"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"9"
"aliases"	"SN2000ce"
"claimedtype"	"Ia"
"discoverday"	"7"
"discoverer"	"Tim Puckett et al."
"discovermonth"	"5"
"discoveryear"	"2000"
"galdec"	"+664659"
"galra"	"080507"
"host"	"UGC 4195"
"hvel"	"4888"
"maxday"	"7"
"maxmonth"	"5"
"maxyear"	"2000"
"redshift"	"0.0005"
"sndec"	"+66:47:15.2"
"snra"	"08:05:09.45"
"photometry"	"timeunit"	"MJD"	"time"	"51671.5"	"abmag"	"15.9"	"source"	"8,7"
"photometry"	"timeunit"	"MJD"	"time"	"51672.13"	"band"	"C"	"abmag"	"15"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"51673.89"	"band"	"R"	"abmag"	"15.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"51674.13"	"band"	"U"	"abmag"	"17.842"	"aberr"	"0.083"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51674.13"	"band"	"B"	"abmag"	"17.615"	"aberr"	"0.030"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51674.13"	"band"	"V"	"abmag"	"16.835"	"aberr"	"0.016"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51674.13"	"band"	"R"	"abmag"	"16.504"	"aberr"	"0.022"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51674.13"	"band"	"I"	"abmag"	"16.528"	"aberr"	"0.024"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51674.13"	"band"	"B"	"abmag"	"17.61"	"source"	"3,5"
"photometry"	"timeunit"	"MJD"	"time"	"51674.13"	"band"	"I"	"abmag"	"16.53"	"source"	"3,5"
"photometry"	"timeunit"	"MJD"	"time"	"51674.13"	"band"	"R"	"abmag"	"16.5"	"source"	"3,5"
"photometry"	"timeunit"	"MJD"	"time"	"51674.13"	"band"	"U"	"abmag"	"17.84"	"source"	"3,5"
"photometry"	"timeunit"	"MJD"	"time"	"51674.13"	"band"	"V"	"abmag"	"16.84"	"source"	"3,5"
"photometry"	"timeunit"	"MJD"	"time"	"51674.14"	"band"	"B"	"abmag"	"15.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"51674.14"	"band"	"V"	"abmag"	"15.1"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"51674.83"	"band"	"R"	"abmag"	"16"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"51675.12"	"band"	"B"	"abmag"	"17.64"	"source"	"3,6"
"photometry"	"timeunit"	"MJD"	"time"	"51675.12"	"band"	"B"	"abmag"	"17.66"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"51675.12"	"band"	"I"	"abmag"	"16.59"	"source"	"3,6"
"photometry"	"timeunit"	"MJD"	"time"	"51675.12"	"band"	"R"	"abmag"	"16.57"	"source"	"3,6"
"photometry"	"timeunit"	"MJD"	"time"	"51675.12"	"band"	"V"	"abmag"	"16.86"	"source"	"3,6"
"photometry"	"timeunit"	"MJD"	"time"	"51675.12"	"band"	"V"	"abmag"	"16.92"	"source"	"3,4"
