"name"	"SN1992br"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"M.Hamuy et al., A.J.,v.112, p.2408, 1996"	"alias"	"2"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"3"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iauc/05600/05686.html'>IAUC 5686</a>"	"alias"	"4"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"5"
"aliases"	"SN1992br"
"claimedtype"	"Ia"
"discoverday"	"26"
"discoverer"	"Marina Wischnjewsky"
"discovermonth"	"12"
"discoveryear"	"1992"
"galdec"	"-560557"
"galra"	"014544"
"host"	"A014544-5605"
"hvel"	"26400"
"maxday"	"26"
"maxmonth"	"12"
"maxyear"	"1992"
"redshift"	"0.088"
"sndec"	"-56:05:57.9"
"snra"	"01:45:44.83"
"photometry"	"timeunit"	"MJD"	"time"	"48982.5"	"abmag"	"18.5"	"source"	"4,3"
"photometry"	"timeunit"	"MJD"	"time"	"48986.19"	"band"	"B"	"abmag"	"19.69"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"48986.19"	"band"	"V"	"abmag"	"19.42"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"48987.14"	"band"	"B"	"abmag"	"19.74"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"48987.14"	"band"	"V"	"abmag"	"19.45"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"48987.21"	"band"	"V"	"abmag"	"19.46"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"48990.06"	"band"	"B"	"abmag"	"20.05"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"48990.06"	"band"	"V"	"abmag"	"19.6"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"48994.12"	"band"	"B"	"abmag"	"21.02"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"48994.12"	"band"	"V"	"abmag"	"19.85"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"48998.11"	"band"	"B"	"abmag"	"21.55"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"48998.11"	"band"	"V"	"abmag"	"20.32"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"48999.06"	"band"	"B"	"abmag"	"21.69"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"48999.06"	"band"	"V"	"abmag"	"20.45"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"48999.08"	"band"	"B"	"abmag"	"21.78"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"48999.08"	"band"	"V"	"abmag"	"20.42"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49011.11"	"band"	"B"	"abmag"	"22.88"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49011.11"	"band"	"V"	"abmag"	"21.43"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49013.11"	"band"	"B"	"abmag"	"22.43"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49013.11"	"band"	"V"	"abmag"	"21.64"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49040.06"	"band"	"B"	"abmag"	"23.14"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49040.06"	"band"	"V"	"abmag"	"22.28"	"source"	"1,2"
