"name"	"LSQ12ezs"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.astronomerstelegram.org/?read=4415'>ATEL 4415</a>"	"alias"	"2"
"aliases"	"LSQ12ezs"
"claimedtype"	"Ia"
"discoverday"	"4"
"discoverer"	"La Silla-QUEST"
"discovermonth"	"9"
"discoveryear"	"2012"
"maxday"	"4"
"maxmonth"	"9"
"maxyear"	"2012"
"redshift"	"0.11"
"sndec"	"-21:39:41.6"
"snra"	"20:42:13.82"
"photometry"	"timeunit"	"MJD"	"time"	"56174.5"	"abmag"	"19.2"	"source"	"2,1"
