"name"	"SN1995ac"
"source"	"name"	"<a href='https://www.cfa.harvard.edu/supernova/SNarchive.html'>CfA Supernova Archive</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/1999AJ....117..707R'>1999AJ....117..707R</a>"	"alias"	"2"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"3"	"secondary"	"1"
"source"	"name"	"A.G.Riess et al., 1999, AJ, 117, 707; astro-ph/9810291"	"alias"	"4"
"source"	"name"	"G.Altavilla et al., MNRAS, 349, 1344, 2004; astro-ph/0401273"	"alias"	"5"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"6"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iauc/06200/06237.html'>IAUC 6237</a>"	"alias"	"7"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"8"
"aliases"	"SN1995ac"
"claimedtype"	"Ia"
"discoverday"	"21"
"discoverer"	"Christian Pollas"
"discovermonth"	"9"
"discoveryear"	"1995"
"galdec"	"-084512"
"galra"	"224541"
"host"	"A224541-0845"
"hvel"	"15000"
"maxday"	"21"
"maxmonth"	"9"
"maxyear"	"1995"
"redshift"	"0.0514"
"sndec"	"-08:45:04.7"
"snra"	"22:45:34.14"
"photometry"	"timeunit"	"MJD"	"time"	"49981.5"	"abmag"	"18.5"	"source"	"7,6"
"photometry"	"timeunit"	"MJD"	"time"	"49987.14"	"band"	"B"	"abmag"	"17.30"	"aberr"	"0.03"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49987.14"	"band"	"V"	"abmag"	"17.36"	"aberr"	"0.03"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49987.14"	"band"	"R"	"abmag"	"17.34"	"aberr"	"0.04"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49987.14"	"band"	"I"	"abmag"	"17.37"	"aberr"	"0.03"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49988.27"	"band"	"B"	"abmag"	"17.27"	"aberr"	"0.04"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49988.27"	"band"	"V"	"abmag"	"17.30"	"aberr"	"0.03"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49988.27"	"band"	"R"	"abmag"	"17.32"	"aberr"	"0.03"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49988.27"	"band"	"I"	"abmag"	"17.35"	"aberr"	"0.03"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49989.25"	"band"	"B"	"abmag"	"17.19"	"aberr"	"0.03"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49989.25"	"band"	"V"	"abmag"	"17.26"	"aberr"	"0.04"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"49989.25"	"band"	"R"	"abmag"	"17.21"	"aberr"	"0.04"	"source"	"1,2"
