"name"	"SN1998ec"
"source"	"name"	"<a href='https://www.cfa.harvard.edu/supernova/SNarchive.html'>CfA Supernova Archive</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2006AJ....131..527J'>2006AJ....131..527J</a>"	"alias"	"2"
"source"	"name"	"<a href='http://heracles.astro.berkeley.edu/sndb/info'>UCB Filippenko Group's Supernova Database (SNDB)</a>"	"alias"	"3"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"4"	"secondary"	"1"
"source"	"name"	"S.Jha et al., 2005, astro-ph/0509234"	"alias"	"5"
"source"	"name"	"VSNET 2001"	"alias"	"6"
"claimedtype"	"Ia"
"discoverday"	"8"
"discoverer"	"BAOSS"
"discovermonth"	"10"
"discoveryear"	"1998"
"galdec"	"+500202"
"galra"	"065307"
"host"	"UGC 3576"
"hvel"	"5948"
"maxday"	"9"
"maxmonth"	"10"
"maxyear"	"1998"
"redshift"	"0.02"
"sndec"	"+500222.1"
"snra"	"065306.11"
"photometry"	"timeunit"	"MJD"	"time"	"51094.55"	"band"	"V"	"instrument"	"kait1"	"abmag"	"16.31600"	"aberr"	"0.05500"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51094.55"	"band"	"B"	"instrument"	"kait1"	"abmag"	"16.70800"	"aberr"	"0.04900"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51095.52"	"band"	"R"	"instrument"	"kait1"	"abmag"	"16.19500"	"aberr"	"0.01400"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51095.52"	"band"	"V"	"instrument"	"kait1"	"abmag"	"16.34500"	"aberr"	"0.01600"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51095.52"	"band"	"I"	"instrument"	"kait1"	"abmag"	"16.45200"	"aberr"	"0.06500"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51095.52"	"band"	"B"	"instrument"	"kait1"	"abmag"	"16.70500"	"aberr"	"0.01800"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51100.51"	"band"	"R"	"instrument"	"kait1"	"abmag"	"16.56100"	"aberr"	"0.01800"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51100.51"	"band"	"V"	"instrument"	"kait1"	"abmag"	"16.58600"	"aberr"	"0.01700"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51100.51"	"band"	"I"	"instrument"	"kait1"	"abmag"	"16.76700"	"aberr"	"0.08400"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51100.51"	"band"	"B"	"instrument"	"kait1"	"abmag"	"17.11500"	"aberr"	"0.01500"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51101.46"	"band"	"U"	"abmag"	"17.587"	"aberr"	"0.044"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51101.46"	"band"	"B"	"abmag"	"17.296"	"aberr"	"0.014"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51101.46"	"band"	"V"	"abmag"	"16.663"	"aberr"	"0.008"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51101.46"	"band"	"R"	"abmag"	"16.620"	"aberr"	"0.011"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51101.46"	"band"	"I"	"abmag"	"16.901"	"aberr"	"0.014"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51101.46"	"band"	"B"	"abmag"	"17.3"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51101.46"	"band"	"I"	"abmag"	"16.9"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51101.46"	"band"	"U"	"abmag"	"17.59"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51101.46"	"band"	"V"	"abmag"	"16.66"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51104.52"	"band"	"R"	"instrument"	"kait1"	"abmag"	"16.78400"	"aberr"	"0.01900"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51104.52"	"band"	"V"	"instrument"	"kait1"	"abmag"	"16.86100"	"aberr"	"0.02200"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51104.52"	"band"	"I"	"instrument"	"kait1"	"abmag"	"16.86800"	"aberr"	"0.06000"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51104.52"	"band"	"B"	"instrument"	"kait1"	"abmag"	"17.53800"	"aberr"	"0.02300"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51105.52"	"band"	"U"	"abmag"	"18.128"	"aberr"	"0.049"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51105.52"	"band"	"B"	"abmag"	"17.757"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51105.52"	"band"	"V"	"abmag"	"16.920"	"aberr"	"0.009"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51105.52"	"band"	"R"	"abmag"	"16.836"	"aberr"	"0.013"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51105.52"	"band"	"I"	"abmag"	"16.928"	"aberr"	"0.017"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51105.52"	"band"	"B"	"abmag"	"17.76"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51105.52"	"band"	"I"	"abmag"	"16.93"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51105.52"	"band"	"R"	"abmag"	"16.84"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51105.52"	"band"	"U"	"abmag"	"18.13"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51110.47"	"band"	"U"	"abmag"	"18.800"	"aberr"	"0.059"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51110.47"	"band"	"B"	"abmag"	"18.324"	"aberr"	"0.024"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51110.47"	"band"	"V"	"abmag"	"17.182"	"aberr"	"0.013"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51110.47"	"band"	"R"	"abmag"	"16.873"	"aberr"	"0.019"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51110.47"	"band"	"I"	"abmag"	"16.823"	"aberr"	"0.018"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51110.47"	"band"	"B"	"abmag"	"18.32"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51110.47"	"band"	"I"	"abmag"	"16.82"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51110.47"	"band"	"R"	"abmag"	"16.87"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51110.47"	"band"	"V"	"abmag"	"17.18"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51113.51"	"band"	"U"	"abmag"	"19.255"	"aberr"	"0.116"	"source"	"1,2"
