"name"	"MASTER OT J163304.91+244143.8"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.astronomerstelegram.org/?read=8113'>ATEL 8113</a>"	"alias"	"2"
"aliases"	"MASTER OT J163304.91+244143.8"
"claimedtype"	"unk"
"discoverday"	"29"
"discoverer"	"MASTER"
"discovermonth"	"9"
"discoveryear"	"2015"
"maxday"	"29"
"maxmonth"	"9"
"maxyear"	"2015"
"sndec"	"+24:41:43.8"
"snra"	"16:33:04.91"
"photometry"	"timeunit"	"MJD"	"time"	"57294.5"	"abmag"	"17.0"	"source"	"2,1"
