"name"	"PSN 07285387+3349106"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"Kunihiro Shima"	"alias"	"2"
"source"	"name"	"Gianpiero Locatelli"	"alias"	"3"
"source"	"name"	"Gregor Krannich"	"alias"	"4"
"aliases"	"PSN 07285387+3349106"
"discoverday"	"15"
"discovermonth"	"2"
"discoveryear"	"2015"
"maxday"	"15"
"maxmonth"	"2"
"maxyear"	"2015"
"photometry"	"timeunit"	"MJD"	"time"	"57068.5684"	"band"	"U"	"abmag"	"15.0"	"source"	"2,1"
"photometry"	"timeunit"	"MJD"	"time"	"57070.861"	"band"	"Rc"	"abmag"	"15.27"	"source"	"3,1"
"photometry"	"timeunit"	"MJD"	"time"	"57071.5691"	"band"	"U"	"abmag"	"15.0"	"source"	"2,1"
"photometry"	"timeunit"	"MJD"	"time"	"57072.947"	"band"	"V"	"abmag"	"15.0"	"source"	"4,1"
