"name"	"SN2003K"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"VSNET Oct2003"	"alias"	"2"
"source"	"name"	"M.Hicken et al., 2009, astro-ph/0901.4787"	"alias"	"3"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"4"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iauc/08000/08048.html#Item1'>IAUC 8048</a>"	"alias"	"5"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"6"
"aliases"	"SN2003K"
"claimedtype"	"Ia"
"discoverday"	"10"
"discoverer"	"Tim Puckett et al."
"discovermonth"	"1"
"discoveryear"	"2003"
"galdec"	"+681447"
"galra"	"153201"
"host"	"IC 1129"
"hvel"	"6528"
"maxday"	"10"
"maxmonth"	"1"
"maxyear"	"2003"
"redshift"	"0.022"
"sndec"	"+68:14:35.99"
"snra"	"15:32:01.918"
"photometry"	"timeunit"	"MJD"	"time"	"52649.5"	"abmag"	"15.4"	"source"	"5,4"
"photometry"	"timeunit"	"MJD"	"time"	"52650.32"	"band"	"C"	"abmag"	"15.4"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52662.87"	"band"	"B"	"abmag"	"15.6"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52662.87"	"band"	"R"	"abmag"	"15.1"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52664.96"	"band"	"B"	"abmag"	"15.7"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52664.96"	"band"	"R"	"abmag"	"15.2"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52667.03199"	"band"	"U"	"abmag"	"16.236"	"aberr"	"0.144"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52667.03519"	"band"	"B"	"abmag"	"16.202"	"aberr"	"0.025"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52667.03765"	"band"	"V"	"abmag"	"15.905"	"aberr"	"0.028"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52667.03942"	"band"	"R"	"abmag"	"15.906"	"aberr"	"0.013"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52667.04086"	"band"	"I"	"abmag"	"16.427"	"aberr"	"0.016"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52668.84"	"band"	"B"	"abmag"	"15.8"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52668.84"	"band"	"R"	"abmag"	"15.3"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52672.09"	"band"	"R"	"abmag"	"16.1"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52673.02017"	"band"	"B"	"abmag"	"17.128"	"aberr"	"0.023"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52673.02264"	"band"	"V"	"abmag"	"16.168"	"aberr"	"0.016"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52674.95"	"band"	"R"	"abmag"	"15.3"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52674.96"	"band"	"B"	"abmag"	"16"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52675.22"	"band"	"R"	"abmag"	"16.2"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52676.91"	"band"	"R"	"abmag"	"16"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52704.85"	"band"	"B"	"abmag"	"16.3"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52704.85"	"band"	"R"	"abmag"	"15.8"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52704.99748"	"band"	"U"	"abmag"	"18.883"	"aberr"	"0.169"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52705.00135"	"band"	"B"	"abmag"	"18.558"	"aberr"	"0.033"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52705.00453"	"band"	"V"	"abmag"	"17.605"	"aberr"	"0.018"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52705.007"	"band"	"R"	"abmag"	"17.259"	"aberr"	"0.015"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52705.00878"	"band"	"I"	"abmag"	"17.164"	"aberr"	"0.023"	"source"	"1,3"
