"name"	"SN2012fa"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iau/cbet/003200/CBET003236.txt'>CBET 3236</a>"	"alias"	"2"
"aliases"	"SN2012fa"
"claimedtype"	"Ia"
"discoverday"	"13"
"discoverer"	"SUDARE/VOICE collaboration"
"discovermonth"	"9"
"discoveryear"	"2012"
"galdec"	"-275155"
"galra"	"033459"
"host"	"A033459-2751"
"hvel"	"97200"
"maxday"	"13"
"maxmonth"	"9"
"maxyear"	"2012"
"redshift"	"0.4"
"sndec"	"-27:51:55.43"
"snra"	"03:34:59.022"
"photometry"	"timeunit"	"MJD"	"time"	"56183.5"	"abmag"	"23.4"	"source"	"2,1"
