"name"	"SN1999gh"
"source"	"name"	"<a href='https://www.cfa.harvard.edu/supernova/SNarchive.html'>CfA Supernova Archive</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2006AJ....131..527J'>2006AJ....131..527J</a>"	"alias"	"2"
"source"	"name"	"<a href='http://heracles.astro.berkeley.edu/sndb/info'>UCB Filippenko Group's Supernova Database (SNDB)</a>"	"alias"	"3"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"4"	"secondary"	"1"
"source"	"name"	"VSNET 2001"	"alias"	"5"
"source"	"name"	"S.Jha et al., 2005, astro-ph/0509234"	"alias"	"6"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"7"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iauc/07300/07328.html#Item1'>IAUC 7328</a>"	"alias"	"8"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"9"
"aliases"	"SN1999gh"
"claimedtype"	"Ia"
"discoverday"	"5"
"discoverer"	"Kesao Takamizawa"
"discovermonth"	"12"
"discoveryear"	"1999"
"galdec"	"-211642"
"galra"	"094416"
"host"	"NGC 2986"
"hvel"	"2310"
"maxday"	"5"
"maxmonth"	"12"
"maxyear"	"1999"
"redshift"	"0.00774"
"sndec"	"-21:16:13.0"
"snra"	"09:44:20.2"
"photometry"	"timeunit"	"MJD"	"time"	"51517.5"	"abmag"	"14.4"	"source"	"8,7"
"photometry"	"timeunit"	"MJD"	"time"	"51517.81"	"band"	"C"	"abmag"	"14.8"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51518.7"	"band"	"I"	"abmag"	"14.52"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51518.71"	"band"	"V"	"abmag"	"14.41"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51518.72"	"band"	"B"	"abmag"	"15.01"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51518.77"	"band"	"C"	"abmag"	"14.7"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51520.45"	"band"	"U"	"abmag"	"15.381"	"aberr"	"0.040"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51520.45"	"band"	"B"	"abmag"	"15.172"	"aberr"	"0.011"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51520.45"	"band"	"V"	"abmag"	"14.507"	"aberr"	"0.007"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51520.45"	"band"	"R"	"abmag"	"14.450"	"aberr"	"0.008"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51520.45"	"band"	"I"	"abmag"	"14.651"	"aberr"	"0.013"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51520.45"	"band"	"B"	"abmag"	"15.17"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51520.45"	"band"	"I"	"abmag"	"14.65"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51520.45"	"band"	"U"	"abmag"	"15.38"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51520.45"	"band"	"V"	"abmag"	"14.51"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51521.51"	"band"	"U"	"abmag"	"15.568"	"aberr"	"0.040"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51521.51"	"band"	"B"	"abmag"	"15.321"	"aberr"	"0.011"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51521.51"	"band"	"V"	"abmag"	"14.587"	"aberr"	"0.007"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51521.51"	"band"	"R"	"abmag"	"14.524"	"aberr"	"0.011"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51521.51"	"band"	"I"	"abmag"	"14.687"	"aberr"	"0.015"	"source"	"1,2"
