"name"	"PS15cqj"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://star.pst.qub.ac.uk/ps1threepi/psdb/public/'>PS1 SN page</a>"	"alias"	"2"
"aliases"	"PS15cqj"
"discoverday"	"27"
"discoverer"	"PS1"
"discovermonth"	"10"
"discoveryear"	"2015"
"maxday"	"27"
"maxmonth"	"10"
"maxyear"	"2015"
"sndec"	"+01:24:18.9"
"snra"	"21:10:13.26"
"photometry"	"timeunit"	"MJD"	"time"	"57322.5"	"abmag"	"20.3"	"source"	"2,1"
