"name"	"PSN 10404316+3556581"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"L. Elenin and I. Molotov"	"alias"	"2"
"source"	"name"	"Joseph Brimacombe"	"alias"	"3"
"source"	"name"	"Massimiliano Martignoni "	"alias"	"4"
"source"	"name"	"Stan Howerton"	"alias"	"5"
"aliases"	"PSN 10404316+3556581"
"discoverday"	"24"
"discovermonth"	"3"
"discoveryear"	"2014"
"maxday"	"24"
"maxmonth"	"3"
"maxyear"	"2014"
"photometry"	"timeunit"	"MJD"	"time"	"56740.2396"	"band"	"R"	"abmag"	"17.7"	"source"	"2,1"
"photometry"	"timeunit"	"MJD"	"time"	"56741.322"	"band"	"C"	"abmag"	"18.2"	"source"	"3,1"
"photometry"	"timeunit"	"MJD"	"time"	"56744.879"	"band"	"V"	"abmag"	"17.8"	"source"	"4,1"
"photometry"	"timeunit"	"MJD"	"time"	"56745.15"	"band"	"U"	"abmag"	"17.7"	"source"	"5,1"
