"name"	"MASTER 080909.92+032014.5"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.astronomerstelegram.org/?read=3981'>ATEL 3981</a>"	"alias"	"2"
"aliases"	"MASTER 080909.92+032014.5"
"claimedtype"	"unk"
"discoverday"	"18"
"discoverer"	"MASTER"
"discovermonth"	"3"
"discoveryear"	"2012"
"maxday"	"18"
"maxmonth"	"3"
"maxyear"	"2012"
"sndec"	"+03:20:14.5"
"snra"	"08:09:09.92"
"photometry"	"timeunit"	"MJD"	"time"	"56004.5"	"abmag"	"17.4"	"source"	"2,1"
